Gene names,Systematic Name,Full Name,Uniprot ID,Zn Protein?,Zap1 Protein?,Unique sequence coverage [%],Log 2 LFQ intensity WT 0 hr 1,Log 2 LFQ intensity WT 0 hr 2,Log 2 LFQ intensity WT 0 hr 3,Log 2 LFQ intensity WT 0 hr 4,WT 0 CV (%),Log 2 LFQ intensity WT 4 hr 1,Log 2 LFQ intensity WT 4 hr 2,Log 2 LFQ intensity WT 4 hr 3,Log 2 LFQ intensity WT 4 hr 4,CV WT 4 (%),Log 2 LFQ intensity WT 8 hr 1,Log 2 LFQ intensity WT 8 hr 2,Log 2 LFQ intensity WT 8 hr 3,Log 2 LFQ intensity WT 8 hr 4,CV WT 8 (%),Log 2 LFQ intensity WT 12 hr 1,Log 2 LFQ intensity WT 12 hr 2,Log 2 LFQ intensity WT 12 hr 3,Log 2 LFQ intensity WT 12 hr 4,CV WT 12 (%),Log 2 LFQ intensity WT 16 hr 1,Log 2 LFQ intensity WT 16 hr 3,Log 2 LFQ intensity WT 16 hr 4,CV WT 16 (%),Fold Change 4 hrs,p-value 4 hrs,Fold Change 8 hrs,p-value 8 hrs,Fold Change 12 hrs,p-value 12 hrs,Fold Change 16 hrs,p-value 16 hrs,Copy number WT 0 hr 1,Copy number WT 0 hr 2,Copy number WT 0 hr 3,Concentration [nM] WT 0 hr 4,Copy number WT 4 hr 1,Copy number WT 4 hr 2,Copy number WT 4 hr 3,Copy number WT 4 hr 4,Copy number WT 8 hr 1,Copy number WT 8 hr 2,Copy number WT 8 hr 3,Copy number WT 8 hr 4,Copy number WT 12 hr 1,Copy number WT 12 hr 2,Copy number WT 12 hr 3,Copy number WT 12 hr 4,Copy number WT 16 hr 1,Copy number WT 16 hr 3,Copy number WT 16 hr 4,Average Copy Number 0 hr,Average Copy Number 4 hr,Average Copy Number 8 hr,Average Copy Number 12 hr,Average Copy Number 16 hr,,
TIM10,YHR005C-A,Mitochondrial import inner membrane translocase subunit TIM10,P87108,Yes,No,94.6,26.80771712,27.643958,27.76862877,28.21692455,36.79402777,27.81933752,27.16307778,27.2158606,27.53259647,21.75609645,27.66824109,27.43013858,27.91911683,27.72188448,13.78943724,27.73026717,27.63533375,27.64636358,27.27408776,13.18705404,26.93606996,27.15634205,27.5458367,21.8666244,-0.17658902,0.613228102,0.075538134,0.816111531,-0.037794047,0.907284013,-0.396557539,0.342940656,5097,9099,9921,917,10276,6520,6763,8423,9254,7846,11011,9604,9660,9045,9115,7042,5571,6490,8501,6258,7996,9429,8715,6854,,
TIF35,YDR429C,Eukaryotic translation initiation factor 3 subunit G,Q04067,Yes,No,70.8,30.46538496,30.81977908,30.71816493,30.57551492,10.77743332,30.00811698,29.93719312,29.92351551,30.04596162,4.044491924,30.02075419,29.91954309,29.84101168,29.88430982,5.380393704,29.89807402,29.82256237,29.78519003,29.73489249,4.790956133,29.73012137,29.77978462,29.49371557,10.29182795,-0.666014167,0.000203312,-0.728306279,0.000156957,-0.834531247,6.52878E-05,-0.976837118,0.000422834,21731,27782,25892,1588,15828,15069,14927,16249,15967,14886,14097,14526,14666,13918,13562,13097,13054,13511,11081,19248,15518,14869,13811,12549,,
THS1,YIL078W,"Threonine--tRNA ligase, cytoplasmic",P04801,Yes,No,73.3,33.18882381,33.34466755,33.38805133,33.19051731,7.187737414,32.80654992,32.85615842,32.91954309,32.91445522,3.682373805,32.838647,32.5349631,32.66475341,32.66229343,8.744877234,32.60240183,32.60629049,32.61432181,32.71971591,3.972079588,32.33068624,32.64407408,32.45828786,11.01450077,-0.403838338,0.000446889,-0.602850765,0.000303995,-0.642332491,3.53102E-05,-0.800332272,0.000441219,51794,57702,59463,3512,39737,41128,42975,42824,40631,32919,36018,35956,34494,34587,34780,37416,28573,35505,31215,43118,41666,36381,35319,31764,,
TFB3,YDR460W,RNA polymerase II transcription factor B subunit 3,Q03290,Yes,No,17.8,,,,,,,,,,,,,,,,,25.06130493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,,,,,,,,,411,,,
TFA1,YKL028W,Transcription initiation factor IIE subunit alpha,P36100,Yes,No,15.6,25.31163996,25.46182663,,,7.354444925,25.11517418,25.25295555,25.22993362,25.16254008,4.349453853,25.48231535,,25.50896718,25.21523111,10.88319618,,25.28369147,25.57103229,25.73404616,15.42695386,25.81477392,26.0283575,,10.44927456,-0.196582435,0.040687171,0.015437922,0.915173788,0.142856678,0.483012572,0.534832416,0.054736913,340,377,,,297,327,321,307,383,,390,318,,334,407,456,482,559,,359,313,364,399,521,,
TEA1,YOR337W,TY1 enhancer activator,P47988,Yes,No,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF1,YGR274C,Transcription initiation factor TFIID subunit 1,P46677,Yes,No,9.7,,,25.13676556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,137,,,,,,
SWI1,YPL016W,SWI/SNF chromatin-remodeling complex subunit SWI1,P09547,Yes,No,5.6,,,,,,,,,,,,28.97443175,,,,29.14940513,,29.00645929,,7.000464939,28.98332131,28.38607351,28.73246847,20.33922159,,,,,,,,,,,,,,,,,,1594,,,1800,,1630,,1604,1060,1348,,,1594,1715,1337,,
SUI3,YPL237W,Eukaryotic translation initiation factor 2 subunit beta,P09064,Yes,No,79.3,31.00383518,30.77289703,31.10430859,30.47827014,18.49401127,29.83593224,30.07048029,30.16662543,29.92888921,10.17017394,29.72710501,29.53941668,29.79295019,29.74507723,7.473536447,29.7877762,29.6761838,29.84447287,29.90397403,6.643033299,29.58579285,29.66878211,29.53762209,4.624318492,-0.839345946,0.001765633,-1.13869046,0.00026977,-1.036726011,0.000410791,-1.242428722,0.000703921,30490,25980,32689,1434,13570,15966,17066,14473,12584,11049,13172,12742,13125,12148,13651,14225,11410,12085,11035,22648,15269,12387,13287,11510,,
SUA7,YPR086W,Transcription initiation factor IIB,P29055,Yes,No,52.2,27.17740646,27.07724602,27.33159409,27.10968562,8.026038647,26.90942088,26.66044143,26.94424897,26.73815041,9.354443161,27.2099251,27.26794123,27.26400799,27.15383217,3.692508394,27.15479803,27.35472651,27.07367563,27.21697079,8.32708237,27.07326702,27.20134981,27.36561293,10.20744992,-0.360917623,0.00647704,0.049943575,0.455258788,0.026059691,0.761243827,0.039426872,0.702333735,1776,1657,1977,115,1475,1241,1511,1310,1817,1891,1886,1748,1749,2009,1653,1826,1653,1806,2024,1381,1385,1836,1809,1828,,
STE24,YJR117W,CAAX prenyl protease 1,P47154,Yes,No,30.5,27.95958511,28.34413842,28.53834389,28.15692063,17.14800122,27.69617481,28.85617326,28.62825796,28.67209143,30.2344361,28.89680453,28.19145304,29.00031998,28.4376976,25.64726258,28.23612524,28.40275603,28.72507434,28.58706352,14.6748702,28.08420834,28.48864929,27.87783155,22.09307806,0.213427352,0.487326608,0.381821773,0.144705171,0.238007769,0.196291611,-0.099517287,0.655587909,2230,2912,3331,173,1858,4152,3545,3655,4271,2619,4589,3107,2702,3032,3792,3446,2432,3218,2108,2162,3303,3646,3243,2586,,
STE23,YLR389C,A-factor-processing enzyme,Q06010,Yes,No,36.7,28.16648178,28.30712936,28.07541092,27.47498712,22.78286053,27.89914069,27.75824416,27.92019646,27.9119938,5.172265444,27.82389887,27.46816549,28.35359127,27.77404463,26.80114811,28.16278975,27.87654411,28.0550175,28.09098584,8.222905833,28.08354912,28.39038527,28.02252783,14.10232333,-0.133608519,0.502351048,-0.151077229,0.581845911,0.040332005,0.841504155,0.159485111,0.530631303,1146,1263,1075,48,952,863,966,960,903,706,1304,873,1143,937,1060,1087,1082,1338,1037,883,935,947,1057,1152,,
SSM4,YIL030C,ERAD-associated E3 ubiquitin-protein ligase DOA10,P40318,Yes,No,9.8,26.32273481,26.2155644,,26.62366094,15.06155256,,26.88657907,,25.76306584,52.44266242,,26.33212358,26.01369632,,15.54399351,,26.20560654,,26.16346173,2.065492709,27.00902522,26.15404472,25.91501826,42.39573351,-0.062497596,0.897760222,-0.214410106,0.356803381,-0.202785917,0.290681098,-0.02795732,0.940817398,248,230,,21,,366,,168,,249,200,,,228,,222,399,220,187,166,267,225,225,269,,
SSL1,YLR005W,Suppressor of stem-loop protein 1,Q04673,Yes,No,10.6,,,,,,,28.50430669,,,,,,,,,,,28.71525439,,,28.41231839,28.95999959,,26.52565038,,,,,,,,,,,,,,3256,,,,,,,,,3768,,3055,4465,,,3256,,3768,3760,,
SPT4,YGR063C,Transcription elongation factor SPT4,P32914,Yes,No,49,26.70622387,,26.81689888,26.14695596,23.09256276,25.60628343,26.18040697,26.08938033,26.10639441,16.63062961,25.92054858,26.29867749,26.32428096,25.78464104,18.45632201,25.6157421,26.10803098,25.93559797,26.19533541,16.8539448,25.87862685,25.76721479,,5.457917042,-0.56107662,0.060895075,-0.474655886,0.100673082,-0.593016289,0.049681321,-0.733772084,0.073237118,4387,,4737,202,2047,3047,2861,2895,2545,3308,3367,2316,2060,2898,2572,3079,2472,2288,,3109,2712,2884,2652,2380,,
SOD1,YJR104C,Superoxide dismutase [Cu-Zn],P00445,Yes,No,99.4,32.26860502,32.0562715,32.58926663,32.67054746,19.27850572,32.74444779,32.44931176,32.74224061,32.69865639,9.330010318,32.58785935,32.51580296,32.34289418,32.61184017,8.171966014,32.29939281,32.44107143,32.53547304,32.2247528,9.690018458,32.23680383,32.01358451,32.19383963,8.035203625,0.262491489,0.150285753,0.118426514,0.47408537,-0.02100013,0.899144061,-0.248096659,0.222773741,145908,125939,182225,13056,202918,165377,202608,196579,182047,173178,153618,185098,149055,164436,175555,141539,142727,122267,138539,116782,191871,173485,157646,134511,,
SIZ1,YDR409W,E3 SUMO-protein ligase SIZ1,Q04195,Yes,No,6.4,,,,,,,,26.15178242,,,,,,,,,,27.36193748,26.35776622,47.32209399,,24.7416003,,,,,,,,,,,,,,,,,331,,,,,,,,765,381,,124,,,331,,573,124,,
SGF73,YGL066W,SAGA-associated factor 73,P53165,Yes,No,12.8,24.91565658,,24.52276924,,19.13841646,24.81728934,25.16802292,,24.84627659,13.96167049,25.02331071,25.39100019,25.14304808,25.11747475,11.26056041,25.52501198,25.90081117,25.66695535,25.20022752,19.82297821,25.58978005,25.31101625,25.62697784,11.55217544,0.22465004,0.355506084,0.449495521,0.055734762,0.854038597,0.027051759,0.790045137,0.02706679,194,,148,,181,231,,185,209,270,227,223,296,384,327,237,310,255,318,171,199,232,311,294,,
SGF11,YPL047W,SAGA-associated factor 11,Q03067,Yes,No,26.3,,,,,,,,,,,,,,,,,,,,,,25.06788302,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393,,,,,,1393,,
SFP1,YLR403W,Transcription factor SFP1,P32432,Yes,No,14.1,23.08802991,,,,,22.75751697,,24.27703591,,68.27782107,,23.27923423,,22.92012602,17.51061922,,,,23.86853623,,25.539816,24.66177375,25.43939492,29.80876847,0.429246536,,0.011650215,,0.780506321,,2.125631646,,53,,,,42,,122,,,61,,47,,,,92,292,159,272,53,82,54,92,241,,
SFB3,YHR098C,SED5-binding protein 3,P38810,Yes,No,39.5,31.63387114,32.27863623,32.04560367,31.9579191,18.05986882,31.99114963,32.51050728,32.21401996,32.22029048,15.00155796,32.14552333,31.97579191,32.09848482,32.3978745,12.66797342,31.97695284,32.03741162,32.10929954,32.20984378,6.999043241,32.33873009,32.42537399,31.88245248,19.04135594,0.254984303,0.185927184,0.175411102,0.315672896,0.104369407,0.491698139,0.23651132,0.314575083,14332,22408,19066,1215,18360,26316,21427,21520,20433,18165,19778,24339,18180,18958,19927,21365,23362,24808,17027,14256,21906,20679,19608,21732,,
SFB2,YNL049C,SED5-binding protein 2,P53953,Yes,No,24.5,30.81245303,31.17402817,31.0235328,30.93466478,10.61039255,31.41960952,31.63083736,31.7115341,31.80662674,11.11362416,32.52663952,32.14163105,32.42221892,32.85760506,20.70800496,31.62475058,32.02851427,,31.75270476,14.60452258,28.83430544,30.65369301,29.58188437,63.25818426,0.655982232,0.00110393,1.500853943,0.000103678,0.815820172,0.001748578,-1.296208756,0.034784169,8521,10948,9864,628,12980,15026,15891,16973,27958,21410,26006,35168,14963,19795,,16351,2163,7633,3631,7490,15217,27636,17036,4476,,
SFA1,YDL168W,S-(hydroxymethyl)glutathione dehydrogenase,P32771,Yes,No,40.4,29.95712344,30.0822044,30.13589517,30.05969181,5.129386631,29.77484584,30.0123861,29.8893381,29.80336602,7.520184097,30.06368267,29.76547065,30.10086727,30.10923726,10.74589821,29.37187716,29.87446422,29.98209747,29.81225409,17.19098744,29.35304436,29.63394907,29.47252962,9.829614535,-0.188744689,0.027477772,-0.048914244,0.607121042,-0.298555466,0.075700726,-0.572221019,0.000891144,11354,12383,12852,826,10007,11798,10833,10207,12225,9942,12544,12617,7568,10722,11553,10270,7470,9076,8115,9354,10711,11832,10028,8220,,
SET5,YHR207C,Putative protein lysine methyltransferase SET5,P38890,Yes,No,8.6,25.49963108,,,,,,25.54132353,25.26234207,,13.63124189,,25.92456354,25.66435331,,12.71919735,25.72897071,25.17649367,,25.4285102,19.24143839,25.16943817,25.37742767,,10.1765503,-0.097798286,,0.29482734,,-0.054972889,,-0.226198163,,350,,,,,361,297,,,470,393,,411,280,,333,279,322,,350,329,431,341,300,,
SET3,YKR029C,SET domain-containing protein 3,P36124,Yes,No,10.9,23.61099237,,,,,,,,,,,,,23.95446897,,24.00530313,23.86551883,23.51953356,24.04092913,15.47181044,23.77132665,23.25868104,23.61728451,17.55294551,,,0.343476604,,0.246828793,,-0.061894969,,67,,,,,,,,,,,85,88,80,63,90,75,52,67,67,,85,80,65,,
SET2,YJL168C,"Histone-lysine N-methyltransferase, H3 lysine-36 specific",P46995,Yes,No,12.6,26.60964047,,26.44879701,,7.875250192,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,,485,,,,,,,,,,,,,,,,,513,,,,,,
SEC24,YIL109C,Protein transport protein SEC24,P40482,Yes,No,38.6,30.32570968,30.38442753,30.45258003,30.1368731,9.140233863,30.63122777,30.91847719,30.85065535,30.87789005,8.569025295,31.04518052,30.84408371,30.96890961,30.98209747,5.745523926,30.87158846,30.78776063,30.81512829,30.92103403,4.134801066,30.628623,30.90454836,30.77329015,9.533541575,0.494665004,0.001842754,0.635170243,0.000209604,0.523980268,0.000399289,0.443922916,0.008053323,5806,6047,6339,345,7175,8756,8354,8513,9560,8316,9067,9151,8476,7997,8151,8771,7162,8672,7918,4634,8199,9023,8349,7917,,
SEC23,YPR181C,Protein transport protein SEC23,P15303,Yes,No,56.2,31.13876596,31.39881748,31.31213786,31.23409326,7.666233623,31.32570968,31.18470694,31.39493967,31.33841132,6.068831775,31.39473529,31.42402266,31.44933636,31.43519558,1.60031763,31.10655665,31.21743312,31.38669026,31.12909245,9.052560786,31.23819993,31.28967028,31.12841655,5.652151098,0.039988264,0.594729998,0.154868834,0.033978567,-0.06101052,0.49675916,-0.052191386,0.526520611,12380,14825,13961,896,14093,12781,14786,14218,14784,15087,15354,15204,12107,13074,14701,12297,13263,13745,12292,10516,13969,15107,13045,13100,,
SEA4,YBL104C,SEH-associated protein 4,P38164,Yes,No,5.2,24.54921969,,25.02254899,,22.99336191,,,,,,,,,,,,,,,,,25.11541234,,,,,,,,,0.329527998,,93,,130,,,,,,,,,,,,,,,138,,111,,,,138,,
SCJ1,YMR214W,DnaJ-related protein SCJ1,P25303,Yes,No,44.3,27.07234723,27.63311763,28.03889028,28.34087464,35.54375868,28.10599496,28.12799857,28.21312774,28.041347,4.942374836,27.98771853,28.01345141,28.40027406,28.03789595,14.34965911,28.07592091,26.62992598,27.15141471,27.29351234,43.61609469,26.43480598,26.73686102,26.8919181,15.66851071,0.350809625,0.251832655,0.338527544,0.28912561,-0.483613959,0.278368312,-1.083445741,0.025277267,1519,2240,2968,248,3109,3157,3349,2973,2864,2916,3813,2966,3045,1118,1604,1770,976,1204,1340,1744,3147,3140,1884,1173,,
SAN1,YDR143C,Protein SAN1,P22470,Yes,No,16.9,24.45556954,,25.88002925,,64.64828506,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,421,,,,,,,,,,,,,,,,,289,,,,,,
RTR1,YER139C,RNA polymerase II subunit B1 CTD phosphatase RTR1,P40084,Yes,No,39.4,,,,,,,,,25.82247728,,25.85124235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,1031,,,,,,,,,,,,1011,1031,,,,
RSC8,YFR037C,Chromatin structure-remodeling complex protein RSC8,P43609,Yes,No,47.6,28.77621157,29.28215421,28.82793125,28.79219001,18.14472156,29.038681,28.9509369,28.67979497,28.73992144,11.8026699,29.25851482,29.24916207,28.93010259,29.00931894,11.49548498,29.17395671,29.2006251,28.97289918,29.39945937,12.08121936,29.04160811,28.94410931,28.82459701,7.499990361,-0.067288185,0.665727185,0.192152843,0.240011588,0.267113327,0.124087097,0.017149712,0.915033454,3254,4621,3373,223,3903,3673,3044,3173,4546,4516,3620,3825,4287,4367,3729,5012,3911,3656,3365,2868,3448,4127,4349,3644,,
RSC3,YDR303C,Chromatin structure-remodeling complex protein RSC3,Q06639,Yes,No,27.9,27.79866194,,27.86673362,28.91789417,47.14902124,29.20104594,28.97448645,28.82784042,28.95271512,11.03806297,28.89527388,28.91934419,29.44217452,28.59167146,25.71828092,28.99800762,29.27606422,29.47771063,28.77184296,21.24523476,29.29173529,29.38613519,29.416472,4.463100787,0.794592074,0.05391244,0.767686099,0.091415778,0.936476448,0.045759762,1.170350919,0.032483039,1026,,1076,151,2713,2318,2094,2284,2195,2231,3206,1778,2356,2857,3286,2015,2889,3084,3149,751,2352,2353,2629,3041,,
RRP6,YOR001W,Exosome complex exonuclease RRP6,Q12149,Yes,No,22.1,26.70319009,27.04687238,26.87560707,26.79723999,10.26367547,26.20538281,,,26.18676714,0.912395847,26.30502538,,26.35039942,26.01120268,12.29479372,26.73220967,26.44482243,26.19016287,26.06548138,20.97005853,26.17869858,26.60215401,26.78668621,20.64635598,-0.659652405,0.003808648,-0.633518217,0.003719652,-0.497558294,0.023285346,-0.333214446,0.112817168,581,738,655,42,412,,,406,441,,455,360,593,486,407,374,404,542,616,504,409,419,465,521,,
RPS31,YLR167W,Ubiquitin-40S ribosomal protein S31;Ubiquitin;40S ribosomal protein S31,P05759,Yes,No,40.8,32.97582606,33.10290177,33.03739525,33.19466168,6.531645844,32.68468083,32.17741834,32.53045852,32.70567612,15.85626753,32.65059368,32.71456678,32.60324231,32.62400972,3.383211826,32.23415038,32.37321596,32.35455313,32.27849777,4.49695038,32.31904744,32.3155428,32.25687402,2.404072681,-0.553137737,0.005506818,-0.429593069,0.000183409,-0.767591882,1.04349E-05,-0.780541436,4.0299E-05,219371,239570,228936,17290,179282,126135,161105,181910,175095,183034,169442,171899,131194,144469,142612,135289,139146,138808,133276,176292,162108,174867,138391,137077,,
RPS29B,YDL061C,40S ribosomal protein S29-B,P41058,Yes,No,62.5,31.99219696,31.52477292,32.09550122,31.27264256,26.07194394,32.0930784,31.96674569,32.14913253,32.11579307,5.408017227,31.56841973,31.70433675,31.65082903,31.48212298,6.691808717,31.17949608,31.05523735,31.07367563,30.88925106,8.189011141,30.66390561,30.97978295,30.47140591,18.08261265,0.359909006,0.119610358,-0.119851294,0.571574786,-0.671863387,0.016347754,-1.016246924,0.011528535,283890,205325,304963,11675,304451,278925,316513,309283,211631,232539,224072,199343,161623,148285,150192,132169,113056,140729,98934,201463,302293,216896,148067,117573,,
RPS29A,YLR388W,40S ribosomal protein S29-A,P41057,Yes,No,53.6,33.04090954,32.444778,32.85487748,32.45500801,20.78532997,33.19450024,33.19907218,33.19140009,33.0304889,5.54201925,32.68931275,32.81379128,32.92791847,32.88551035,7.113459863,32.44948396,32.63029494,32.53398907,32.48838593,5.466628947,32.14773845,32.31146132,32.2555803,5.716440351,0.454972093,0.025656178,0.130239955,0.440218969,-0.173354783,0.302511013,-0.460633235,0.051129406,593185,392407,521422,26764,659820,661915,658404,588916,464889,506782,548500,532611,393689,446255,417438,404449,319388,357771,344178,383444,642264,513196,415458,340446,,
RPS27B;RPS27A,RPS27B;RPS27A,40S ribosomal protein S27-B;40S ribosomal protein S27-A,P38711,Yes,No,56.1,33.63200829,33.8138295,34.24537276,33.60509849,21.94475646,33.37658342,33.12429289,33.2661212,33.28760781,7.145231396,32.38853895,32.81333259,32.49907314,32.46351043,13.64509684,32.36243923,32.49564659,32.56217699,32.15939507,11.96054401,32.0300284,32.28082215,32.19201771,8.697843618,-0.56042593,0.011738883,-1.282963484,0.000329448,-1.429162792,0.000167474,-1.656454509,0.000293016,671350,761522,1027046,44625,562417,472184,520962,528779,283548,380630,306127,298673,278465,305401,319814,241907,221159,263149,247439,626136,521085,317244,286397,243916,,
RPS26B,YER131W,40S ribosomal protein S26-B,P39939,Yes,No,12.6,28.45579683,,27.79872373,27.4343606,36.93171274,27.9636143,,26.72455403,,57.25318216,,28.37148254,26.75110903,27.33773105,58.23118407,27.06732915,27.39026226,,,15.76213258,27.74355329,,27.1057952,30.75909709,-0.55220956,0.426465106,-0.409519516,0.505189039,-0.667498019,0.197202663,-0.471619479,0.374510039,12241,,7763,408,8703,,3687,,,11546,3755,5640,4676,5849,,,7472,,4802,6804,6195,6980,5262,6137,,
RPS26A,YGL189C,40S ribosomal protein S26-A,P39938,Yes,No,12.6,33.86359873,32.13111823,33.75104916,33.26849348,43.75466441,33.16146888,32.70369754,32.49266554,32.59830297,21.88737058,32.56875946,32.60827497,32.85953167,32.88292615,11.3426086,32.56340497,32.3825478,32.52009583,32.52556652,5.370740507,32.139559,31.94443749,32.07571694,6.814884988,-0.514531167,0.268790794,-0.523691836,0.242733945,-0.755661119,0.106203462,-1.200327089,0.051279846,517444,155717,478611,23198,318054,231578,200065,215264,210901,216757,257994,262211,210119,185363,203905,204680,156630,136816,149850,293742,241240,236966,201017,147766,,
RPO31,YOR116C,DNA-directed RNA polymerase III subunit RPC1,P04051,Yes,No,9,26.83472738,26.65730973,26.94659327,26.06886715,24.28544039,25.81570245,26.65567309,26.25558706,26.28259612,23.37155544,,26.76192532,,,,,26.64085921,,,,26.13938335,25.83151756,25.67782758,16.64156259,-0.374484704,0.200032392,0.135050934,,0.013984822,,-0.743964886,0.034205226,330,292,356,13,163,291,221,225,,313,,,,288,,,204,164,148,248,225,313,288,172,,
RPO21,YDL140C,DNA-directed RNA polymerase II subunit RPB1,P04050,Yes,No,47.7,31.39631851,31.60571669,31.71169819,31.59859138,8.911329954,31.36671791,31.43524526,31.45982731,31.40583222,2.769655682,31.4662119,31.29087889,31.37730769,31.2975082,5.765202523,31.42862201,31.45439527,31.45669782,31.47416519,1.298310346,31.26930196,31.23591989,31.31408452,2.723629612,-0.161175518,0.057786636,-0.220104525,0.029754191,-0.124611118,0.110266065,-0.304979068,0.012602274,6595,7625,8206,514,6461,6775,6892,6639,6922,6130,6509,6158,6744,6866,6877,6961,6039,5901,6230,5735,6692,6430,6862,6057,,
RPN11,YFR004W,Ubiquitin carboxyl-terminal hydrolase RPN11,P43588,Yes,No,58.8,28.77868857,28.45920196,28.84771675,28.77558381,11.4033976,29.19251162,29.32154401,29.26248545,29.38327423,5.64151409,29.4165928,29.27597545,29.85876875,29.73916499,18.67511766,29.16302978,29.25401504,29.57738909,29.34159585,12.71386338,29.09856012,29.39220876,29.62912696,18.16703004,0.574656055,0.000979596,0.857327726,0.001811226,0.618709669,0.002517652,0.65800084,0.010333494,5986,4797,6279,404,7974,8720,8371,9101,9314,8449,12655,11648,7813,8322,10412,8842,7471,9158,10792,4366,8542,10516,8847,9141,,
RPL43B;RPL43A,RPL43B;RPL43A,60S ribosomal protein L43-B;60S ribosomal protein L43-A,P0CX26,Yes,No,92.4,33.43265934,33.42216878,33.45990058,33.2917298,5.078649874,32.80158645,32.51246306,32.84498161,32.99519959,13.50664233,31.89937121,31.92443611,31.88183284,32.10562038,7.395985658,31.69660598,32.07667281,31.88369097,31.94646081,10.80147431,32.49740847,32.4197853,32.41094466,3.327128074,-0.613056948,0.001267907,-1.448799488,4.79332E-07,-1.500756983,2.51355E-06,-0.958901813,7.07153E-06,513686,509964,523478,31551,331685,271451,341814,379323,177473,180583,175329,204748,154203,200681,175555,183361,268633,254561,253006,394670,331068,184533,178450,258734,,
RPL42B;RPL42A,RPL42B;RPL42A,60S ribosomal protein L42-B;60S ribosomal protein L42-A,P0CX28,Yes,No,64.2,32.6631846,31.81061569,33.38612491,32.5670373,43.98019304,32.53470806,32.00617836,32.34641233,32.15258164,16.03369795,31.85326077,31.74430744,31.75035044,31.90196211,5.415874091,31.41915742,31.52411904,31.38112994,31.24717103,7.872212331,30.44992667,30.94384391,31.03288772,20.38352999,-0.346770524,0.349949525,-0.794270436,0.049987106,-1.213846267,0.009981896,-1.797854523,0.007145487,249027,137910,411029,15777,227809,157931,199935,174799,142048,131715,132268,146925,105137,113071,102402,93322,53702,75626,80441,203436,190118,138239,103483,69923,,
RPL40B;RPL40A;UBI4,RPL40B;RPL40A;UBI4,Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin;Ubiquitin,P0CH09,Yes,No,20.3,31.46075507,30.78503408,31.47179349,31.20011057,20.69395229,32.12420044,31.93975205,31.99280474,31.80662674,9.103202495,31.6719818,31.45620822,31.52561319,31.577227,6.333375352,30.96877231,31.45248185,31.07073618,31.48644516,18.02156137,30.5461864,30.74286298,30.53593647,8.261410285,0.736422685,0.005455141,0.328334249,0.097153154,0.015185569,0.944143247,-0.62109469,0.025997585,90792,56838,91489,5132,143802,126544,131284,115389,105107,90506,94967,98426,64557,90273,69285,92423,48165,55200,47824,61063,129255,97252,79135,50397,,
RPL37B,YDR500C,60S ribosomal protein L37-B,P51402,Yes,No,37.5,32.88850732,32.71669404,32.86826171,32.7475722,5.935086124,33.06368283,32.65608242,32.75614949,32.5957047,15.13144167,32.63185655,32.77169737,32.6016494,32.6165582,5.575446864,32.36952866,32.42547404,32.48130511,32.18393834,8.685415977,32.06923218,31.97261164,31.95254851,4.370823915,-0.037353958,0.751136218,-0.149818439,0.04191986,-0.440197282,0.001282652,-0.807128043,3.74936E-05,360237,319792,355217,22126,406744,306635,328658,294067,301529,332219,295281,298348,251397,261337,271649,221051,204156,190931,188294,264343,334026,306844,251358,194460,,
