Systematic Name,NCBI code,Gene Name,Uniprot ID,Annotation,Predicted Number of Zinc Ions Per Monomer,Subcellular Location,Zinc ligands,Structural Zn-site classification,Zinc Function,Zn-binding domain,EC number,Enzyme Class
YJL089W,NP_012446 ,SIP4,P46954,NP_012446.1 Sip4p [Saccharomyces cerevisiae S288c],2,nucleus,"C46, C49, C56, C63, C66, C73",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YDL042C,NP_010242 ,SIR2,P06700,NP_010242.1 NAD-dependent histone deacetylase SIR2 [Saccharomyces cerevisiae S288c],1,nucleus,"C372, C375, C396, C399",ZincRibbon,Structural,SIR2,3.5.1.-,hydrolase
YDR088C,NP_010373 ,SLU7,Q02775,NP_010373.3 mRNA splicing protein SLU7 [Saccharomyces cerevisiae S288c],1,nucleus,"C122, C125, H130, C135",Shuffled_ZnRibbonII,Structural,Unknown,,
YBR228W,NP_009787,SLX1,P38324,NP_009787.3 endonuclease [Saccharomyces cerevisiae S288c],2,nucleus,"C218, C221, C241, C246, H251, C254, C279, C282",C2H2_ZnFinger,Structural,SLX1-type,3.1.-.-,hydrolase
YER116C,NP_011041 ,SLX8,P40072,NP_011041.3 SUMO-targeted ubiquitin ligase complex subunit SLX8 [Saccharomyces cerevisiae S288c],2,nucleus,"C206, C209, C221, H223, C226, C229, C240, C246, C249, S251","TrebleClef, Loosened_ZnRibbon, ZincRibbon, Zn2Cys6_ZnFinger",Structural,"zf-C3HC4,zf-C3HC4_3,zf-C3HC4_2",2.3.2.27,transferase
YDR478W,NP_010766 ,SNM1,P40993,NP_010766.3 Snm1p [Saccharomyces cerevisiae S288c],1,nucleus,"C61, C64, C106, C109",ZincRibbon,Structural,Rpr2,,
YGL131C,NP_011384 ,SNT2,P53127,NP_011384.1 DNA-binding E3 ubiquitin-protein ligase SNT2 [Saccharomyces cerevisiae S288c],6,"cytosol, nucleus","C320, C323, C335, C338, H343, C346, C363, C366, C1041, C1044, C1058, C1061, H1066, C1069, C1091, C1094, H1143, C1146, C1179, C1182, C1192, C1195, H1200, C1203",TrebleClef,Structural,"zf-HC5HC2H,zf-HC5HC2H_2,PHD",2.3.2.27,transferase
YDL098C,NP_010185 ,SNU23,Q12368,NP_010185.1 U4/U6-U5 snRNP complex subunit SNU23 [Saccharomyces cerevisiae S288c],1,nucleus,"C82, C85, H98, H104",C2H2_ZnFinger,Structural,"zf-C2H2_jaz,zf-met",,
YPL138C,NP_015187 ,SPP1,Q03012,NP_015187.1 Spp1p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C25, C27, C39, G41, C42, D43, H47, C50, C66, C69",TrebleClef,Structural,PHD,,
YNL204C,NP_014195 ,SPS18,P32572,NP_014195.1 Sps18p [Saccharomyces cerevisiae S288c],1,Unknown,"C28, C31, C48, C51",TrebleClef,Structural,ArfGap,,
YJL127C,NP_012408 ,SPT10,P35208,NP_012408.1 Spt10p [Saccharomyces cerevisiae S288c],1,nucleus,"H351, H355, C385, C388",Unknown,Structural,zf-H2C2 (Pfam),,
YCR018C,NP_009944 ,SRD1,P09007,NP_009944.2 Srd1p [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C168, C171, C190, C193",TrebleClef,Structural,GATA,,
YMR019W,NP_013732 ,STB4,P50104,NP_013732.1 Stb4p [Saccharomyces cerevisiae S288c],2,nucleus,"C87, C90, C97, C103, C106, C113",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YHR178W,NP_012048 ,STB5,P38699,NP_012048.3 Stb5p [Saccharomyces cerevisiae S288c],2,nucleus,"C22, C25, C32, C39, C42, C49",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YDR463W,NP_010751,STP1,Q00947,NP_010751.4 Stp1p [Saccharomyces cerevisiae S288c],3,"cytosol, nucleus","C162, C165, H178, H182, C190, C203, H218, H223, C242, C245, H259, C265",C2H2_ZnFinger,Structural,"C2H2-type, C2H2-type, C2H2-type",,
YHR006W,NP_011870,STP2,P38704,NP_011870.1 Stp2p [Saccharomyces cerevisiae S288c],3,"cytosol, nucleus","C206, C209, H222, H226, C234, C247, H262, H267, C286, C289, C309",C2H2_ZnFinger,Structural,"C2H2-type, C2H2-type, C2H2-type",,
YDL048C,NP_010235,STP4,Q07351,NP_010235.1 Stp4p [Saccharomyces cerevisiae S288c],3,"cytosol, nucleus","C306, C309, H322, H326",C2H2_ZnFinger,Structural,C2H2-type,,
YDR126W,NP_010411 ,SWF1,Q04629,NP_010411.1 palmitoyltransferase SWF1 [Saccharomyces cerevisiae S288c],2,ER,"C136, C139, H149, C150, C153, C156, D161, H162, H163, C164, C170",ZincRibbon,Structural,zf-DHHC (Pfam),2.3.1.225,transferase
YDR146C,NP_010430 ,SWI5,P08153,NP_010430.1 DNA-binding transcription factor SWI5 [Saccharomyces cerevisiae S288c],from 1 to 3,"cytosol, nucleus","C552, C557, H570, H574",C2H2_ZnFinger,Structural,Unknown,,
YBR150C,NP_009708 ,TBS1,P38114,NP_009708.1 Tbs1p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C107, C110, C117, C127, C130, C137",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YML081W,NP_013630 ,TDA9,Q04545,NP_013630.1 Tda9p [Saccharomyces cerevisiae S288c],2,nucleus,"C63, C66, H79, H83, C91, C94, H107, H112",C2H2_ZnFinger,Structural,Unknown,,
YPR056W,NP_015381,TFB4,Q12004,NP_015381.1 TFIIH/NER complex subunit TFB4 [Saccharomyces cerevisiae S288c],1,nucleus,"C289, C291, C315, C318",ZincRibbon,Structural,C4-type,,
YPL007C,NP_015318 ,TFC8,Q12308,NP_015318.1 transcription factor TFIIIC subunit TFC8 [Saccharomyces cerevisiae S288c],1,nucleus,"C530, H541, C545",Unknown,Structural,zf-TFIIIC (Pfam),,
YBR240C,NP_009799 ,THI2,P38141,NP_009799.3 Thi2p [Saccharomyces cerevisiae S288c],2,nucleus,"C30, C33, C40, C47, C50, C57",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YBR091C,NP_009649 ,TIM12,P32830,NP_009649.1 Tim12p [Saccharomyces cerevisiae S288c],1,mitochondrion,"C40, C44, C61, C66",Unknown,Structural,zf-Tim10_DDP (Pfam),,
YOR052C,NP_014695 ,TMC1,Q08422,NP_014695.1 Tmc1p [Saccharomyces cerevisiae S288c],2,nucleus,"C85, C90, C101, C104, C109, H112, H118, C120",TrebleClef,Structural,zf-AN1,,
YER184C,NP_011111 ,TOG1,P39961,NP_011111.1 Tog1p [Saccharomyces cerevisiae S288c],2,nucleus,"C18, C21, C28, C34, C37, C44",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YOL125W,NP_014516 ,TRM13,Q12383,NP_014516.1 tRNA:m4X modification enzyme [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C75, H81, H91, C95",C2H2_ZnFinger,Structural,zf-U11-48K,2.1.1.225,transferase
YKL034W,NP_012890 ,TUL1,P36096,NP_012890.1 ubiquitin-protein ligase TUL1 [Saccharomyces cerevisiae S288c],2,Golgi,"C699, C702, C729, H731, H734, C737, C748, C751","TrebleClef, ZincRibbon, Zn2Cys6_ZnFinger",Structural,"zf-C3HC4,zf-RING_2,zf-RING_5,zf-C3HC4_2,zf-RING_UBOX,zf-rbx1",2.3.2.27,transferase
YBR012W-B,NP_009567,TY1B-BR,Q12193,NP_009567.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YDR098C-B,NP_058140,TY1B-DR1,Q03855,NP_058140.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YDR210C-D,NP_620387,TY1B-DR3,Q99231,NP_620387.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YDR261C-D,NP_058148,TY1B-DR4,Q07793,NP_058148.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YDR365W-B,NP_058152,TY1B-DR6,P0C2I3,NP_058152.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YER138C,NP_011064,TY1B-ER1,Q03612,NP_011064.3 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YER160C,NP_011087,TY1B-ER2,Q03619,NP_011087.3 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YGR027W-B,NP_058158,TY1B-GR1,Q12141,NP_058158.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YGR038C-B,NP_058160,TY1B-GR2,Q12269,NP_058160.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YGR161C-D,NP_058165,TY1B-GR3,Q12316,NP_058165.3 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YHR214C-B,NP_012086,TY1B-H,O13535,NP_012086.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H637, H642, C475, C478",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YLR035C-A,NP_013136,TY1B-LR1,Q12088,NP_013136.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YLR157C-B,NP_058169,TY1B-LR2,P0C2I5,NP_058169.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YLR227W-B,NP_058171,TY1B-LR3,P0C2I6,NP_058171.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YML045W,NP_013668,TY1B-ML1,Q04711,NP_013668.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YML039W,NP_013672,TY1B-ML2,Q03434,NP_013672.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YMR050C,NP_013765,TY1B-MR2,Q04670,NP_013765.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YNL284C-B,NP_058178,TY1B-NL1,Q12112,NP_058178.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YOL103W-B,NP_058181,TY1B-OL,Q12273,NP_058181.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YOR142W-B/YOR3367W,NP_058183,TY1B-OR,Q92393,NP_058183.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YPL257W-B,NP_058189,TY1B-PL,Q12414,NP_058189.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YPR137C-B,NP_058191,TY1B-PR1,P0C2I9,NP_058191.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YPR158W-B,NP_058193,TY1B-PR2,P0C2J0,NP_058193.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YPR158C-D,NP_058195,TY1B-PR3,P0C2J1,NP_058195.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H599, H604, C637, C640",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YCL019W,NP_009909,TY2B-C,P25384,NP_009909.2 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H595, H600, C633, C636",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YDR034C-D,NP_058138,TY2B-DR1,Q12472,NP_058138.3 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H595, H600, C633, C636",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YDR210W-B,NP_058142,TY2B-DR2,Q03494,NP_058142.3 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H595, H600, C633, C636",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YDR261W-B,NP_058146,TY2B-DR3,Q07791,NP_058146.3 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H595, H600, C633, C636",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YFL002W-A,NP_116653,TY2B-F,P0CX63,NP_116653.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H595, H600, C633, C636",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YGR161W-B,NP_058163,TY2B-GR2,P0CX64,NP_058163.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H595, H600, C633, C636",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YOR192C-B,NP_058185,TY2B-OR1,Q12113,NP_058185.3 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H595, H600, C633, C636",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YOR343W-B,NP_620389,TY2B-OR2,Q12501,NP_620389.3 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H595, H600, C633, C636",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YGR109W-A,NP_058162 ,TY3A-G,Q12173,NP_058162.3 gag protein [Saccharomyces cerevisiae S288c],1,cytosol,"C267, C270, H275, C280",Shuffled_ZnRibbonII,Structural,Unknown,,
YGR109W-B,NP_011624 ,TY3B-G,Q99315,NP_011624.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"C267, C270, H275, C280, E860",Shuffled_ZnRibbonII,Structural,Unknown,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YIL082W-A,NP_012184,TY3B-I,Q7LHG5,NP_012184.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"C267, C270, H275, C280, E886",Shuffled_ZnRibbonII,Structural,Unknown,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YHL009W-A,NP_058134,TY4A-H,Q6Q5P6,NP_058134.1 gag protein [Saccharomyces cerevisiae S288c],1,nucleus,,,Structural,,,
YJL114W,NP_012422,TY4A-J,P47023,NP_012422.2 gag protein [Saccharomyces cerevisiae S288c],1,nucleus,,,Structural,,,
YHL009W-B/YHL008W-A,NP_058133,TY4B-H,P0C2J7,NP_058133.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H561, H566, C596, C599",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YJL113W,NP_012421,TY4B-J,P47024,NP_012421.2 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,"mitochondrion, nucleus","H562, H567, C597, C600",Unknown,Structural,Integrase-type zinc finger-like,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YPR066W,NP_015391 ,UBA3,Q99344,NP_015391.1 NEDD8-activating protein UBA3 [Saccharomyces cerevisiae S288c],1,cytosol,"C150, C153",TrebleClef,Structural,ThiF,6.3.2.-,ligase
YKR098C,NP_013024 ,UBP11,P36026,NP_013024.1 ubiquitin-specific protease UBP11 [Saccharomyces cerevisiae S288c],1,Unknown,C462-C465-C520-C523,ZincRibbon,Structural,UCH_1,3.4.19.12,hydrolase
YBL067C,NP_009486 ,UBP13,P38187,NP_009486.3 ubiquitin-specific protease UBP13 [Saccharomyces cerevisiae S288c],1,Unknown,C488-C491-C537-C540,ZincRibbon,Structural,UCH_1,3.4.19.12,hydrolase
YER144C,NP_011071 ,UBP5,P39944,NP_011071.3 putative ubiquitin-specific protease UBP5 [Saccharomyces cerevisiae S288c],1,Unknown,C619-C622-C668-C671,ZincRibbon,Structural,"UCH_1,Rhodanese",3.4.19.12,hydrolase
YIL156W,NP_012110 ,UBP7,P40453,NP_012110.1 ubiquitin-specific protease UBP7 [Saccharomyces cerevisiae S288c],1,cytosol,C777-C780-C838-C841,ZincRibbon,Structural,UCH_1,3.4.19.12,hydrolase
YMR223W,NP_013950 ,UBP8,P50102,NP_013950.1 ubiquitin-specific protease UBP8 [Saccharomyces cerevisiae S288c],5,nucleus,"C46, C49, C60, C63, C68, H73, H77, H83, C96, C99, H170, C174, C182, C185, H250, C271, C273, H276, C289, C292, C336, C339","TrebleClef, C2H2_ZnFinger",Structural,"zf-UBP,UCH_1,UCH",3.4.19.12,hydrolase
YER098W,NP_011024 ,UBP9,P39967,NP_011024.1 putative ubiquitin-specific protease UBP9 [Saccharomyces cerevisiae S288c],1,Unknown,C487-C490-C536-C539,ZincRibbon,Structural,UCH_1,3.4.19.12,hydrolase
YLR024C,NP_013124 ,UBR2,Q07963,NP_013124.1 putative ubiquitin-protein ligase UBR2 [Saccharomyces cerevisiae S288c],3 or 4,cytosol,"C98, C111, C114, C123, C126, H132, H135, C150, C152, C167",NoCluster,Structural,zf-UBR,2.3.2.27,transferase
YDL170W,NP_010111 ,UGA3,P26370,NP_010111.1 Uga3p [Saccharomyces cerevisiae S288c],2,nucleus,"C17, C20, C27, C34, C37, C44",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YDR213W,NP_010499 ,UPC2,Q12151,NP_010499.1 Upc2p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C51, C54, C61, C68, C71, C78",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YDR520C,NP_010808 ,URC2,Q04411,NP_010808.3 Urc2p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C72, C75, C82, C91, C94, C101",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YPL230W,NP_015094 ,USV1,Q12132,NP_015094.1 Usv1p [Saccharomyces cerevisiae S288c],2,nucleus,"C43, C49, H62, H66, C74, C77, H90, H95",C2H2_ZnFinger,Structural,"zf-C2H2,zf-H2C2_2",,
YER128W,NP_011054 ,VFA1,P40080,NP_011054.3 Vfa1p [Saccharomyces cerevisiae S288c],1,endosome,"C18, C21, C41, C44",Unknown,Structural,Vfa1 (Pfam),,
YLR417W,NP_013521 ,VPS36,Q06696,NP_013521.3 ESCRT-II subunit protein VPS36 [Saccharomyces cerevisiae S288c],2,endosome,"C120, C123, C143, C146, C183, C186, C197, C200",ZincRibbon,Structural,Vps36-NZF-N,,
YML041C,NP_013671,VPS71,Q03433,NP_013671.1 Vps71p [Saccharomyces cerevisiae S288c],2,nucleus,C244-C247-C256-C259-C264-C268-H272-C277,C2H2_ZnFinger,Structural,HIT-type,,
YAL002W,NP_009399,VPS8,P39702,NP_009399.2 CORVET complex membrane-binding subunit VPS8 [Saccharomyces cerevisiae S288c],2,endosome,"C1198, C1201, C1241, H1243, H1246, C1249, C1262, C1265",Unknown,Structural,RING-type,,
YLR090W,NP_013191 ,XDJ1,P39102,NP_013191.1 Xdj1p [Saccharomyces cerevisiae S288c],2,mitochondrion,"C159, C162, C181, C184, C208, C211, C228, C231",Shuffled_ZnRibbon,Structural,DnaJ_CXXCXGXG,,
YCR087C-A ,NP_010011 ,YCR087C-A ,P37263,NP_010011.1 hypothetical protein YCR087C-A [Saccharomyces cerevisiae S288c],1 or 2,Unknown,"C32, C35, H48, C51",Loosened_ZnRibbon,Structural,zf-LYAR,,
YER137C,NP_011063 ,YER137C,P40083,NP_011063.3 hypothetical protein YER137C [Saccharomyces cerevisiae S288c],1,Unknown,"C125, C128, H133, C138",Unknown,Structural,zf-C2H2_10,,
YFL052W,NP_116603,YFF2,P43551,NP_116603.1 DNA-binding domain containing protein [Saccharomyces cerevisiae S288c],2,nucleus,"C8, C11, C18, C24, C27, C34",Zn2Cys6_ZnFinger,Structural,Zn_clus (Pfam),,
YGR067C,NP_011581 ,YGA2,P53243,NP_011581.4 hypothetical protein YGR067C [Saccharomyces cerevisiae S288c],1 or 2,Unknown,"C38, V40, C41, H43, H54, H59, C10, C13",C2H2_ZnFinger,Structural,zf-C2H2,,
YLR298C,NP_013401 ,YHC1,Q05900,NP_013401.1 Yhc1p [Saccharomyces cerevisiae S288c],1,nucleus,"C6, C9, H24, H30",C2H2_ZnFinger,Structural,zf-U1,,
YJL206C ,NP_012329 ,YJL206C ,P39529,NP_012329.1 hypothetical protein YJL206C [Saccharomyces cerevisiae S288c],2,Unknown,"C47, C50, C57, C63, C66, C73",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YKL222C,NP_012700 ,YKL222C,P35995,NP_012700.1 hypothetical protein YKL222C [Saccharomyces cerevisiae S288c],2,nucleus,"C24, C27, C34, C41, C44, C52",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YKR023W,NP_012948 ,YKR023W,P36119,NP_012948.3 hypothetical protein YKR023W [Saccharomyces cerevisiae S288c],2,cytosol,"C176, C178, H183, C192, C195, C200, C210, C213",Unknown,Structural,zf-C2HC5 (Pfam),,
YLL054C,NP_013046 ,YLL054C,Q12244,NP_013046.2 hypothetical protein YLL054C [Saccharomyces cerevisiae S288c],2,Unknown,"C15, C18, C25, C32, C35, C42",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YLR278C,NP_013380 ,YLR278C,Q05854,NP_013380.1 hypothetical protein YLR278C [Saccharomyces cerevisiae S288c],2,nucleus,"C41, C44, C51, C58, C61, C68",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YOR064C,NP_014707 ,YNG1,Q08465,NP_014707.1 Yng1p [Saccharomyces cerevisiae S288c],2,nucleus,"C158, C160, Y165, C171, C176, H182, C185, C198, C202",TrebleClef,Structural,Unknown,,
YHR090C,NP_011958 ,YNG2,P38806,NP_011958.1 histone acetyltransferase YNG2 [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C225, C227, C238, C243, H249, C252, C265, C268",TrebleClef,Structural,PHD,,
YNR063W,NP_014461 ,YNR063W,P53749,NP_014461.3 hypothetical protein YNR063W [Saccharomyces cerevisiae S288c],2,Unknown,"C16, C19, C26, C32, C35, C44",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YPR015C ,NP_015340 ,YP015,Q12531,NP_015340.1 hypothetical protein YPR015C [Saccharomyces cerevisiae S288c],2 or 3,Unknown,"C187, C190, K192, C194, H203, H207, C215, C220, K222, H233, H237",C2H2_ZnFinger,Structural,zf-C2H2,,
YPR196W,NP_015522 ,YP196,Q06595,NP_015522.1 putative maltose-responsive transcription factor [Saccharomyces cerevisiae S288c],2,Unknown,"C8, C11, C18, C24, C27, C34",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YOR172W,NP_014815 ,YRM1,Q12340,NP_014815.3 Yrm1p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C31, C34, C41, C48, C51, C59",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YOR162C,NP_014805 ,YRR1,Q12172,NP_014805.3 Yrr1p [Saccharomyces cerevisiae S288c],2,nucleus,"C54, C57, C64, C71, C74, C82",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YPR107C,NP_015432 ,YTH1,Q06102,NP_015432.1 cleavage polyadenylation factor RNA-binding subunit YTH1 [Saccharomyces cerevisiae S288c],5,"cytosol, nucleus","C67, C75, C81, H85, C95, C104, C110, H114",ZincNecklaces,Structural,zf-CCCH_3,,
YIL023C,NP_012241 ,YKE4,P40544,NP_012241.1 Zn(2+) transporter YKE4 [Saccharomyces cerevisiae S288c],N/A,ER,Unknown,Unknown,Transport,ZIP (Pfam),,
YNR039C,NP_014437,ZRG17,P53735,NP_014437.1.,N/A,ER,,,Transport,,,
YLR130C,NP_013231 ,ZRT2,Q12436,NP_013231.1 low-affinity Zn(2+) transporter ZRT2 [Saccharomyces cerevisiae S288c],N/A,plasma membrane,Unknown,Unknown,Transport,ZIP (Pfam),,
