Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
IF4E_YEAST,P07260,P07260 IF4E_YEAST Eukaryotic translation initiation factor 4E OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC33 PE=1 SV=1,CDC33,213,OS=Saccharomyces,1,0.999,12,71,71,71,0,0,0,0,0,0,12,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,21,0,
DHE4_YEAST,P07262,P07262 DHE4_YEAST NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDH1 PE=1 SV=2,GDH1,454,OS=Saccharomyces,1,0.9959,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,
LEUC_YEAST,P07264,P07264 LEUC_YEAST 3-isopropylmalate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEU1 PE=1 SV=3,LEU1,779,OS=Saccharomyces,1,0.999,19,99,99,99,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,25,12,0,0,0,
TFS2_YEAST,P07273,P07273 TFS2_YEAST Transcription elongation factor S-II OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DST1 PE=1 SV=4,DST1,309,OS=Saccharomyces,1,0.999,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
KAPR_YEAST,P07278,P07278 KAPR_YEAST cAMP-dependent protein kinase regulatory subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BCY1 PE=1 SV=4,BCY1,416,OS=Saccharomyces,1,0.999,9,30,30,30,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,14,0,0,
RS19A_YEAST,P07280,P07280 RS19A_YEAST 40S ribosomal protein S19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS19A PE=1 SV=2,RPS19A,144,OS=Saccharomyces,1,0.9872,2,6,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,P07281
PMM_YEAST,P07283,P07283 PMM_YEAST Phosphomannomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC53 PE=1 SV=1,SEC53,254,OS=Saccharomyces,1,0.9987,11,50,50,50,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,20,3,
SYSC_YEAST,P07284,"P07284 SYSC_YEAST Serine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SES1 PE=1 SV=2",SES1,462,OS=Saccharomyces,1,0.999,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,
TRPD_YEAST,P07285,P07285 TRPD_YEAST Anthranilate phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRP4 PE=1 SV=1,TRP4,380,OS=Saccharomyces,1,0.999,5,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,
ILVB_YEAST,P07342,"P07342 ILVB_YEAST Acetolactate synthase catalytic subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV2 PE=1 SV=1",ILV2,687,OS=Saccharomyces,1,0.999,18,90,90,90,0,0,0,0,12,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,29,8,5,0,
ARD1_YEAST,P07347,P07347 ARD1_YEAST N-terminal acetyltransferase A complex catalytic subunit ARD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARD1 PE=1 SV=2,ARD1,238,OS=Saccharomyces,1,0.9897,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,
SEC4_YEAST,P07560,P07560 SEC4_YEAST Ras-related protein SEC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC4 PE=1 SV=1,SEC4,215,OS=Saccharomyces,1,0.999,11,42,37,42,0,0,0,2,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,13,3,
RPAC1_YEAST,P07703,P07703 RPAC1_YEAST DNA-directed RNA polymerases I and III subunit RPAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPC40 PE=1 SV=1,RPC40,335,OS=Saccharomyces,1,0.999,7,18,18,18,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,2,0,
OAT_YEAST,P07991,P07991 OAT_YEAST Ornithine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAR2 PE=1 SV=2,CAR2,424,OS=Saccharomyces,1,0.999,5,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,
CHS1_YEAST,P08004,P08004 CHS1_YEAST Chitin synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHS1 PE=1 SV=2,CHS1,1131,OS=Saccharomyces,1,0.9986,12,59,59,59,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,15,15,4,0,0,0,
FUMH_YEAST,P08417,"P08417 FUMH_YEAST Fumarate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FUM1 PE=1 SV=2",FUM1,488,OS=Saccharomyces,1,0.999,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,
RPB2_YEAST,P08518,P08518 RPB2_YEAST DNA-directed RNA polymerase II subunit RPB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB2 PE=1 SV=2,RPB2,1224,OS=Saccharomyces,1,0.9985,15,24,24,24,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,1,0,0,0,0,
FPPS_YEAST,P08524,P08524 FPPS_YEAST Farnesyl pyrophosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG20 PE=1 SV=2,ERG20,352,OS=Saccharomyces,1,0.999,8,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,8,0,
GPA1_YEAST,P08539,P08539 GPA1_YEAST Guanine nucleotide-binding protein alpha-1 subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPA1 PE=1 SV=3,GPA1,472,OS=Saccharomyces,1,0.999,7,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,
ARO1_YEAST,P08566,P08566 ARO1_YEAST Pentafunctional AROM polypeptide OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARO1 PE=1 SV=1,ARO1,1588,OS=Saccharomyces,1,0.9986,11,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,
CYAA_YEAST,P08678,P08678 CYAA_YEAST Adenylate cyclase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYR1 PE=1 SV=2,CYR1,2026,OS=Saccharomyces,1,0.9985,23,76,76,76,0,12,1,0,0,0,0,0,0,12,6,0,0,0,0,0,0,22,7,0,0,0,0,0,0,4,12,0,0,0,0,0,
EI2BG_YEAST,P09032,P09032 EI2BG_YEAST Translation initiation factor eIF-2B subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCD1 PE=1 SV=3,GCD1,578,OS=Saccharomyces,1,0.999,7,17,17,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,
IF2B_YEAST,P09064,P09064 IF2B_YEAST Eukaryotic translation initiation factor 2 subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUI3 PE=1 SV=2,SUI3,285,OS=Saccharomyces,1,0.9988,7,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,
PRTB_YEAST,P09232,P09232 PRTB_YEAST Cerevisin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRB1 PE=1 SV=1,PRB1,635,OS=Saccharomyces,1,0.999,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,
SYIC_YEAST,P09436,"P09436 SYIC_YEAST Isoleucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILS1 PE=1 SV=1",ILS1,1072,OS=Saccharomyces,1,0.999,28,85,84,85,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,18,4,0,1,0,0,0,0,39,11,4,1,0,0,
C1TM_YEAST,P09440,"P09440 C1TM_YEAST C-1-tetrahydrofolate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIS1 PE=1 SV=1",MIS1,975,OS=Saccharomyces,1,0.9977,6,12,8,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,
TBA1_YEAST,P09733,P09733 TBA1_YEAST Tubulin alpha-1 chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TUB1 PE=1 SV=2,TUB1,447,OS=Saccharomyces,1,0.9989,7,52,32,52,0,0,0,0,4,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,6,18,1,0,
TBA3_YEAST,P09734,P09734 TBA3_YEAST Tubulin alpha-3 chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TUB3 PE=1 SV=1,TUB3,445,OS=Saccharomyces,1,0.9989,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,
RIR2_YEAST,P09938,P09938 RIR2_YEAST Ribonucleoside-diphosphate reductase small chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNR2 PE=1 SV=2,RNR2,399,OS=Saccharomyces,1,0.999,8,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,
HEM1_YEAST,P09950,"P09950 HEM1_YEAST 5-aminolevulinate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HEM1 PE=1 SV=1",HEM1,548,OS=Saccharomyces,1,0.9989,5,12,12,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,
RS22A_YEAST,P0C0W1,P0C0W1 RS22A_YEAST 40S ribosomal protein S22-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS22A PE=1 SV=2,RPS22A,130,OS=Saccharomyces,1,0.976,3,8,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Q3E7Y3
RL11A_YEAST,P0C0W9,P0C0W9 RL11A_YEAST 60S ribosomal protein L11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL11A PE=1 SV=2,RPL11A,174,OS=Saccharomyces,1,0.999,3,27,0,27,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,7,Q3E757
RL27A_YEAST,P0C2H6,P0C2H6 RL27A_YEAST 60S ribosomal protein L27-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL27A PE=1 SV=1,RPL27A,136,OS=Saccharomyces,1,0.999,3,12,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,P0C2H7
HSP77_YEAST,P0CS90,"P0CS90 HSP77_YEAST Heat shock protein SSC1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSC1 PE=1 SV=1",SSC1,654,OS=Saccharomyces,1,0.999,21,74,52,74,0,0,0,0,11,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,32,0,0,0,
RL20A_YEAST,P0CX23,P0CX23 RL20A_YEAST 60S ribosomal protein L20-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL20A PE=1 SV=1,RPL20A,172,OS=Saccharomyces,1,0.999,7,42,0,42,0,0,0,0,0,1,3,6,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,10,P0CX24
RS24A_YEAST,P0CX31,P0CX31 RS24A_YEAST 40S ribosomal protein S24-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS24A PE=1 SV=1,RPS24A,135,OS=Saccharomyces,1,0.9941,6,13,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,P0CX32
RS4A_YEAST,P0CX35,P0CX35 RS4A_YEAST 40S ribosomal protein S4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS4A PE=1 SV=1,RPS4A,261,OS=Saccharomyces,1,0.999,13,63,0,63,0,0,0,0,0,2,5,0,0,0,0,0,2,0,12,0,0,0,0,0,2,1,9,0,0,0,0,0,0,4,21,5,P0CX36
RS6A_YEAST,P0CX37,P0CX37 RS6A_YEAST 40S ribosomal protein S6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS6A PE=1 SV=1,RPS6A,236,OS=Saccharomyces,1,0.999,13,49,0,49,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,19,0,P0CX38
RS8A_YEAST,P0CX39,P0CX39 RS8A_YEAST 40S ribosomal protein S8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS8A PE=1 SV=1,RPS8A,200,OS=Saccharomyces,1,0.999,5,27,0,27,0,0,0,0,0,1,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,3,P0CX40
RL23A_YEAST,P0CX41,P0CX41 RL23A_YEAST 60S ribosomal protein L23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL23A PE=1 SV=1,RPL23A,137,OS=Saccharomyces,1,0.999,6,23,0,23,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,P0CX42
RL1A_YEAST,P0CX43,P0CX43 RL1A_YEAST 60S ribosomal protein L1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL1A PE=1 SV=1,RPL1A,217,OS=Saccharomyces,1,0.9987,6,25,0,25,0,0,0,0,0,0,2,1,0,0,0,0,0,2,8,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3,3,P0CX44
RL2A_YEAST,P0CX45,P0CX45 RL2A_YEAST 60S ribosomal protein L2-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL2A PE=1 SV=1,RPL2A,254,OS=Saccharomyces,1,0.9989,6,49,0,49,0,0,0,0,1,3,2,1,1,1,2,0,0,0,10,1,0,0,0,2,3,1,3,1,0,0,0,0,0,2,13,2,P0CX46
RS11A_YEAST,P0CX47,P0CX47 RS11A_YEAST 40S ribosomal protein S11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS11A PE=1 SV=1,RPS11A,156,OS=Saccharomyces,1,0.9986,4,25,0,25,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,3,0,0,1,1,0,0,0,3,1,0,0,0,0,3,1,6,P0CX48
RL18A_YEAST,P0CX49,P0CX49 RL18A_YEAST 60S ribosomal protein L18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL18A PE=1 SV=1,RPL18A,186,OS=Saccharomyces,1,0.9986,7,39,0,39,0,0,0,0,0,1,1,6,0,0,2,0,0,0,2,10,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,11,P0CX50
RS16A_YEAST,P0CX51,P0CX51 RS16A_YEAST 40S ribosomal protein S16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS16A PE=1 SV=1,RPS16A,143,OS=Saccharomyces,1,0.9987,5,21,0,21,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,5,P0CX52
RL12A_YEAST,P0CX53,P0CX53 RL12A_YEAST 60S ribosomal protein L12-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL12A PE=1 SV=1,RPL12A,165,OS=Saccharomyces,1,0.999,7,39,0,39,0,0,0,1,0,0,2,5,0,0,0,0,0,0,2,7,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,12,P0CX54
RS18A_YEAST,P0CX55,P0CX55 RS18A_YEAST 40S ribosomal protein S18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS18A PE=1 SV=1,RPS18A,146,OS=Saccharomyces,1,0.9988,3,24,0,24,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,4,0,0,0,1,1,0,1,1,0,0,0,0,1,1,2,6,P0CX56
RL19A_YEAST,P0CX82,P0CX82 RL19A_YEAST 60S ribosomal protein L19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL19A PE=1 SV=1,RPL19A,189,OS=Saccharomyces,1,0.9949,3,17,0,17,0,0,0,0,0,0,3,2,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,P0CX83
RL35A_YEAST,P0CX84,P0CX84 RL35A_YEAST 60S ribosomal protein L35-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL35A PE=1 SV=1,RPL35A,120,OS=Saccharomyces,1,0.9987,3,27,0,27,0,0,1,1,0,2,0,1,0,1,2,0,1,0,0,4,0,1,1,2,1,0,2,0,1,1,0,0,0,2,1,2,P0CX85
IF4A_YEAST,P10081,P10081 IF4A_YEAST ATP-dependent RNA helicase eIF4A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF1 PE=1 SV=3,TIF1,395,OS=Saccharomyces,1,0.999,11,55,55,55,0,0,0,0,3,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,14,0,0,0,0,0,0,2,16,4,0,
PRI1_YEAST,P10363,P10363 PRI1_YEAST DNA primase small subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRI1 PE=1 SV=2,PRI1,409,OS=Saccharomyces,1,0.999,6,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,
HSP71_YEAST,P10591,P10591 HSP71_YEAST Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSA1 PE=1 SV=4,SSA1,642,OS=Saccharomyces,1,0.999,7,57,57,57,0,0,0,0,10,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,19,4,1,0,
HSP72_YEAST,P10592,P10592 HSP72_YEAST Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSA2 PE=1 SV=3,SSA2,639,OS=Saccharomyces,1,0.999,40,591,90,591,0,1,4,11,88,7,3,2,0,3,5,18,70,2,9,1,0,2,9,10,95,11,8,2,0,0,5,6,155,36,26,2,
CP51_YEAST,P10614,P10614 CP51_YEAST Lanosterol 14-alpha demethylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG11 PE=1 SV=1,ERG11,530,OS=Saccharomyces,1,0.9988,4,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,
METK1_YEAST,P10659,P10659 METK1_YEAST S-adenosylmethionine synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAM1 PE=1 SV=2,SAM1,382,OS=Saccharomyces,1,0.999,19,76,14,76,0,0,0,0,0,8,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,21,0,0,0,0,0,0,2,37,3,0,
RL4A_YEAST,P10664,P10664 RL4A_YEAST 60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL4A PE=1 SV=4,RPL4A,362,OS=Saccharomyces,1,0.999,13,53,2,53,0,0,0,0,1,7,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,13,0,
MAK16_YEAST,P10962,P10962 MAK16_YEAST Protein MAK16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAK16 PE=3 SV=2,MAK16,306,OS=Saccharomyces,1,0.9988,3,7,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,
RPA1_YEAST,P10964,P10964 RPA1_YEAST DNA-directed RNA polymerase I subunit RPA190 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPA190 PE=1 SV=2,RPA190,1664,OS=Saccharomyces,1,0.9967,3,9,7,9,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,
SEC7_YEAST,P11075,P11075 SEC7_YEAST Protein transport protein SEC7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC7 PE=1 SV=2,SEC7,2009,OS=Saccharomyces,1,0.9989,29,98,98,98,0,5,2,0,0,0,0,0,0,6,7,0,0,0,0,0,0,28,10,1,0,0,0,0,0,5,30,4,0,0,0,0,
ARF1_YEAST,P11076,P11076 ARF1_YEAST ADP-ribosylation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARF1 PE=1 SV=3,ARF1,181,OS=Saccharomyces,1,0.999,5,20,1,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,
CDC24_YEAST,P11433,P11433 CDC24_YEAST Cell division control protein 24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC24 PE=1 SV=2,CDC24,854,OS=Saccharomyces,1,0.999,13,40,40,40,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,7,0,0,0,
PPB_YEAST,P11491,P11491 PPB_YEAST Repressible alkaline phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO8 PE=1 SV=2,PHO8,566,OS=Saccharomyces,1,0.9986,5,11,10,11,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,
BIK1_YEAST,P11709,P11709 BIK1_YEAST Nuclear fusion protein BIK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BIK1 PE=1 SV=1,BIK1,440,OS=Saccharomyces,1,0.999,10,37,37,37,0,0,0,0,4,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,13,0,0,
RNA1_YEAST,P11745,P11745 RNA1_YEAST Ran GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNA1 PE=1 SV=2,RNA1,407,OS=Saccharomyces,1,0.999,10,35,35,35,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,18,1,0,
SCH9_YEAST,P11792,P11792 SCH9_YEAST Serine/threonine-protein kinase SCH9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCH9 PE=1 SV=3,SCH9,824,OS=Saccharomyces,1,0.9988,6,35,35,35,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,6,0,0,0,
MPPA_YEAST,P11914,P11914 MPPA_YEAST Mitochondrial-processing peptidase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAS2 PE=1 SV=1,MAS2,482,OS=Saccharomyces,1,0.9989,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
ERF1_YEAST,P12385,P12385 ERF1_YEAST Eukaryotic peptide chain release factor subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUP45 PE=1 SV=2,SUP45,437,OS=Saccharomyces,1,0.999,12,39,39,39,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,17,1,0,
TCPA_YEAST,P12612,P12612 TCPA_YEAST T-complex protein 1 subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TCP1 PE=1 SV=2,TCP1,559,OS=Saccharomyces,1,0.999,18,80,80,80,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,30,16,1,0,
HMDH1_YEAST,P12683,P12683 HMDH1_YEAST 3-hydroxy-3-methylglutaryl-coenzyme A reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HMG1 PE=1 SV=1,HMG1,1054,OS=Saccharomyces,1,0.999,11,28,18,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,1,2,0,0,
YPK1_YEAST,P12688,P12688 YPK1_YEAST Serine/threonine-protein kinase YPK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPK1 PE=1 SV=2,YPK1,680,OS=Saccharomyces,1,0.999,9,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,
