Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-91,AFO-92,AFO-93,AFO-94,AFO-95,AFO-96,AFO-97,AFO-98,AFO-99,AFO-100,AFO-101,AFO-102,AFO-103,AFO-104,AFO-105,AFO-106,AFO-107,AFO-108,AFO-109,AFO-110,AFO-111,AFO-112,AFO-113,AFO-114,AFO-115,AFO-116,AFO-117,AFO-118,AFO-119,AFO-120,AFO-121,AFO-122,AFO-123,AFO-124,AFO-125,AFO-126,AFO-127,AFO-128,AFO-129,AFO-130,AFO-131,AFO-132,AFO-133,AFO-134,AFO-135,AFO-136,AFO-137,AFO-138,Indistinguishable Proteins
CBP6_YEAST,P07253,P07253 CBP6_YEAST Cytochrome B pre-mRNA-processing protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CBP6 PE=1 SV=1,CBP6,162,OS=Saccharomyces,1,0.9961,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
QCR2_YEAST,P07257,"P07257 QCR2_YEAST Cytochrome b-c1 complex subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QCR2 PE=1 SV=1",QCR2,368,OS=Saccharomyces,1,0.9989,7,16,16,16,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,
PYR1_YEAST,P07259,P07259 PYR1_YEAST Protein URA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA2 PE=1 SV=5,URA2,2214,OS=Saccharomyces,1,0.999,48,177,165,177,0,2,0,1,0,0,1,0,15,14,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,11,1,0,2,0,0,0,0,0,45,0,0,0,1,0,
IF4E_YEAST,P07260,P07260 IF4E_YEAST Eukaryotic translation initiation factor 4E OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC33 PE=1 SV=1,CDC33,213,OS=Saccharomyces,1,0.9955,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LEUC_YEAST,P07264,P07264 LEUC_YEAST 3-isopropylmalate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEU1 PE=1 SV=3,LEU1,779,OS=Saccharomyces,1,0.9981,4,7,7,7,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RS19A_YEAST,P07280,P07280 RS19A_YEAST 40S ribosomal protein S19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS19A PE=1 SV=2,RPS19A,144,OS=Saccharomyces,1,0.9986,5,89,0,89,0,0,3,4,4,4,6,0,0,3,0,1,3,1,6,0,0,3,4,1,5,3,5,0,0,2,2,0,2,0,4,0,0,0,0,2,4,2,3,0,0,0,1,0,2,4,5,0,P07281
ILVB_YEAST,P07342,"P07342 ILVB_YEAST Acetolactate synthase catalytic subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV2 PE=1 SV=1",ILV2,687,OS=Saccharomyces,1,0.9989,8,40,40,40,0,0,8,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEC4_YEAST,P07560,P07560 SEC4_YEAST Ras-related protein SEC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC4 PE=1 SV=1,SEC4,215,OS=Saccharomyces,1,0.999,6,25,21,25,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,
RPAC1_YEAST,P07703,P07703 RPAC1_YEAST DNA-directed RNA polymerases I and III subunit RPAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPC40 PE=1 SV=1,RPC40,335,OS=Saccharomyces,1,0.999,6,20,20,20,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,
CHS1_YEAST,P08004,P08004 CHS1_YEAST Chitin synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHS1 PE=1 SV=2,CHS1,1131,OS=Saccharomyces,1,0.9989,3,7,7,7,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FUMH_YEAST,P08417,"P08417 FUMH_YEAST Fumarate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FUM1 PE=1 SV=2",FUM1,488,OS=Saccharomyces,1,0.9987,5,16,16,16,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,
RPB2_YEAST,P08518,P08518 RPB2_YEAST DNA-directed RNA polymerase II subunit RPB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB2 PE=1 SV=2,RPB2,1224,OS=Saccharomyces,1,0.9968,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
ARO1_YEAST,P08566,P08566 ARO1_YEAST Pentafunctional AROM polypeptide OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARO1 PE=1 SV=1,ARO1,1588,OS=Saccharomyces,1,0.9889,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
IF2B_YEAST,P09064,P09064 IF2B_YEAST Eukaryotic translation initiation factor 2 subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUI3 PE=1 SV=2,SUI3,285,OS=Saccharomyces,1,0.9989,6,26,26,26,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,
HSP73_YEAST,P09435,P09435 HSP73_YEAST Heat shock protein SSA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSA3 PE=1 SV=3,SSA3,649,OS=Saccharomyces,1,0.999,4,98,1,98,2,0,3,4,3,2,2,5,2,3,1,3,2,0,4,2,1,2,2,4,2,2,2,3,1,3,3,0,1,3,2,4,1,0,3,3,1,3,2,3,0,2,1,0,2,2,1,1,
SYIC_YEAST,P09436,"P09436 SYIC_YEAST Isoleucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILS1 PE=1 SV=1",ILS1,1072,OS=Saccharomyces,1,0.9949,2,20,20,20,0,0,1,2,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,
C1TM_YEAST,P09440,"P09440 C1TM_YEAST C-1-tetrahydrofolate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIS1 PE=1 SV=1",MIS1,975,OS=Saccharomyces,1,0.9903,4,12,6,12,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,
DLDH_YEAST,P09624,"P09624 DLDH_YEAST Dihydrolipoyl dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LPD1 PE=1 SV=1",LPD1,499,OS=Saccharomyces,1,0.9983,6,13,13,13,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
TBA1_YEAST,P09733,P09733 TBA1_YEAST Tubulin alpha-1 chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TUB1 PE=1 SV=2,TUB1,447,OS=Saccharomyces,1,0.9971,7,24,8,24,0,0,0,6,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,
RIR2_YEAST,P09938,P09938 RIR2_YEAST Ribonucleoside-diphosphate reductase small chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNR2 PE=1 SV=2,RNR2,399,OS=Saccharomyces,1,0.999,10,60,60,60,0,0,2,8,2,0,0,0,0,2,0,4,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,15,5,0,0,0,0,0,0,1,10,0,0,0,
RS25B_YEAST,P0C0T4,P0C0T4 RS25B_YEAST 40S ribosomal protein S25-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS25B PE=1 SV=1,RPS25B,108,OS=Saccharomyces,1,0.9978,6,18,0,18,0,0,0,1,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,Q3E792
RS22A_YEAST,P0C0W1,P0C0W1 RS22A_YEAST 40S ribosomal protein S22-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS22A PE=1 SV=2,RPS22A,130,OS=Saccharomyces,1,0.999,7,86,0,86,0,0,0,0,1,0,19,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8,0,Q3E7Y3
RL11A_YEAST,P0C0W9,P0C0W9 RL11A_YEAST 60S ribosomal protein L11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL11A PE=1 SV=2,RPL11A,174,OS=Saccharomyces,1,0.999,10,140,0,140,1,0,2,2,2,3,13,1,0,1,2,2,3,2,18,0,0,1,2,3,3,3,14,0,0,1,1,0,3,2,15,0,0,0,1,2,2,3,13,0,0,0,2,0,2,5,10,0,Q3E757
RS28B_YEAST,P0C0X0,P0C0X0 RS28B_YEAST 40S ribosomal protein S28-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS28B PE=1 SV=1,RPS28B,67,OS=Saccharomyces,1,0.9975,3,35,0,35,0,0,2,1,1,2,1,5,0,1,0,1,2,0,1,1,0,0,0,0,1,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,2,1,1,Q3E7X9
RL27A_YEAST,P0C2H6,P0C2H6 RL27A_YEAST 60S ribosomal protein L27-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL27A PE=1 SV=1,RPL27A,136,OS=Saccharomyces,1,0.999,6,70,0,70,1,0,1,1,4,3,9,0,1,3,0,0,2,0,6,0,0,0,0,0,2,2,8,0,0,0,1,0,2,3,5,0,0,0,0,1,3,2,4,0,0,0,0,0,1,2,3,0,P0C2H7
RL31A_YEAST,P0C2H8,P0C2H8 RL31A_YEAST 60S ribosomal protein L31-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL31A PE=1 SV=1,RPL31A,113,OS=Saccharomyces,1,0.9977,4,36,0,36,0,0,0,0,0,0,6,0,0,1,0,0,2,0,5,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,5,0,0,0,0,0,1,1,2,0,P0C2H9
YD15B_YEAST,P0C2I3,P0C2I3 YD15B_YEAST Transposon Ty1-DR6 Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY1B-DR6 PE=3 SV=1,TY1B-DR6,1755,OS=Saccharomyces,1,0.999,14,88,0,88,0,1,2,10,1,1,1,0,0,6,3,4,2,0,0,0,0,1,1,7,1,0,1,0,0,5,2,11,0,1,0,0,0,1,2,10,3,1,0,0,2,0,1,5,1,1,0,0,"P0C2I5, P0C2I6, P0C2I7, P0C2J1, P47098, Q03434, Q03612, Q12141, Q12414"
HSP77_YEAST,P0CS90,"P0CS90 HSP77_YEAST Heat shock protein SSC1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSC1 PE=1 SV=1",SSC1,654,OS=Saccharomyces,1,0.999,23,157,104,157,0,0,28,11,1,0,1,0,2,7,24,2,2,0,1,0,0,4,21,4,1,0,0,0,0,1,29,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,1,0,0,0,0,0,
COS2_YEAST,P0CX12,P0CX12 COS2_YEAST Protein COS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COS2 PE=1 SV=1,COS2,379,OS=Saccharomyces,1,0.9864,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,"P0CX13, P43542, P47187, P53822"
RL20A_YEAST,P0CX23,P0CX23 RL20A_YEAST 60S ribosomal protein L20-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL20A PE=1 SV=1,RPL20A,172,OS=Saccharomyces,1,0.999,6,110,0,110,1,0,2,3,8,8,4,0,0,3,1,1,3,3,1,0,0,2,3,2,2,13,2,0,0,2,2,2,3,3,5,0,0,0,1,2,1,8,2,0,0,0,1,1,2,8,5,0,P0CX24
RL43A_YEAST,P0CX25,P0CX25 RL43A_YEAST 60S ribosomal protein L43-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL43A PE=1 SV=1,RPL43A,92,OS=Saccharomyces,1,0.999,4,18,0,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,P0CX26
RS23A_YEAST,P0CX29,P0CX29 RS23A_YEAST 40S ribosomal protein S23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS23A PE=1 SV=1,RPS23A,145,OS=Saccharomyces,1,0.9685,5,34,0,34,0,0,0,2,2,1,3,0,0,1,0,0,0,0,4,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,4,0,0,0,0,0,2,1,3,0,P0CX30
RS24A_YEAST,P0CX31,P0CX31 RS24A_YEAST 40S ribosomal protein S24-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS24A PE=1 SV=1,RPS24A,135,OS=Saccharomyces,1,0.999,11,76,0,76,0,0,1,5,6,2,11,0,0,2,0,0,0,0,11,0,0,0,0,0,1,1,9,0,0,0,0,0,0,1,6,0,0,0,0,2,2,0,6,0,0,0,0,0,1,2,7,0,P0CX32
RS30A_YEAST,P0CX33,P0CX33 RS30A_YEAST 40S ribosomal protein S30-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS30A PE=1 SV=1,RPS30A,63,OS=Saccharomyces,1,0.9989,4,77,0,77,0,0,0,0,0,0,14,3,0,0,0,0,0,0,11,4,0,0,0,0,0,0,12,2,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,10,0,0,0,0,0,0,2,9,P0CX34
RS4A_YEAST,P0CX35,P0CX35 RS4A_YEAST 40S ribosomal protein S4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS4A PE=1 SV=1,RPS4A,261,OS=Saccharomyces,1,0.9989,14,182,0,182,0,1,5,14,14,3,1,0,1,10,5,7,18,0,0,0,0,4,4,6,15,9,0,0,0,5,4,2,5,2,0,0,0,1,8,6,14,0,0,0,0,0,4,2,9,3,0,0,P0CX36
RS6A_YEAST,P0CX37,P0CX37 RS6A_YEAST 40S ribosomal protein S6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS6A PE=1 SV=1,RPS6A,236,OS=Saccharomyces,1,0.999,15,181,0,181,0,0,6,8,27,5,1,0,0,3,1,3,20,0,1,0,0,2,1,2,18,4,0,0,0,1,2,0,18,2,0,0,0,0,1,2,29,0,0,0,0,0,0,0,20,4,0,0,P0CX38
RS8A_YEAST,P0CX39,P0CX39 RS8A_YEAST 40S ribosomal protein S8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS8A PE=1 SV=1,RPS8A,200,OS=Saccharomyces,1,0.999,5,68,0,68,0,0,1,2,5,4,1,0,0,2,1,3,7,0,1,0,0,2,1,1,2,4,1,0,0,1,2,0,4,4,0,0,0,0,0,2,2,5,2,0,0,0,1,0,3,4,0,0,P0CX40
RL23A_YEAST,P0CX41,P0CX41 RL23A_YEAST 60S ribosomal protein L23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL23A PE=1 SV=1,RPL23A,137,OS=Saccharomyces,1,0.999,6,74,0,74,0,0,0,4,2,1,10,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,9,0,P0CX42
RL1A_YEAST,P0CX43,P0CX43 RL1A_YEAST 60S ribosomal protein L1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL1A PE=1 SV=1,RPL1A,217,OS=Saccharomyces,1,0.9989,6,70,0,70,0,0,3,2,3,4,0,0,1,4,1,1,5,1,0,0,0,2,2,1,3,5,0,0,0,1,2,0,2,3,1,0,0,0,0,3,5,6,0,0,0,0,2,2,1,4,0,0,P0CX44
RL2A_YEAST,P0CX45,P0CX45 RL2A_YEAST 60S ribosomal protein L2-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL2A PE=1 SV=1,RPL2A,254,OS=Saccharomyces,1,0.9974,6,65,0,65,0,0,3,2,5,1,0,0,0,5,1,2,7,0,0,0,0,2,1,2,5,1,0,0,0,2,4,1,4,1,0,0,0,0,2,1,6,1,0,0,0,0,1,0,4,1,0,0,P0CX46
RS11A_YEAST,P0CX47,P0CX47 RS11A_YEAST 40S ribosomal protein S11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS11A PE=1 SV=1,RPS11A,156,OS=Saccharomyces,1,0.9985,5,100,0,100,2,1,3,4,3,3,6,0,2,2,2,2,3,1,3,0,1,2,3,5,2,2,7,0,0,3,1,0,2,5,4,0,1,0,2,2,2,3,3,0,1,1,1,2,3,2,3,0,P0CX48
RL18A_YEAST,P0CX49,P0CX49 RL18A_YEAST 60S ribosomal protein L18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL18A PE=1 SV=1,RPL18A,186,OS=Saccharomyces,1,0.999,10,112,0,112,1,0,2,7,11,8,0,0,1,2,3,3,4,3,0,0,0,2,2,4,6,12,0,0,0,2,1,0,1,4,2,0,0,0,1,5,5,7,0,0,0,0,1,0,1,10,1,0,P0CX50
RS16A_YEAST,P0CX51,P0CX51 RS16A_YEAST 40S ribosomal protein S16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS16A PE=1 SV=1,RPS16A,143,OS=Saccharomyces,1,0.9989,9,127,0,127,0,0,6,3,8,5,7,0,0,4,1,3,6,0,10,0,0,1,3,1,5,4,9,0,1,1,3,0,0,4,8,0,0,0,1,2,3,4,8,0,0,0,2,0,1,4,9,0,P0CX52
RL12A_YEAST,P0CX53,P0CX53 RL12A_YEAST 60S ribosomal protein L12-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL12A PE=1 SV=1,RPL12A,165,OS=Saccharomyces,1,0.999,7,116,0,116,0,0,4,5,7,4,10,0,0,5,0,3,6,0,8,0,0,2,1,2,1,4,10,0,0,1,2,0,4,1,8,0,0,0,1,2,2,4,7,0,0,0,1,0,2,2,7,0,P0CX54
RS18A_YEAST,P0CX55,P0CX55 RS18A_YEAST 40S ribosomal protein S18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS18A PE=1 SV=1,RPS18A,146,OS=Saccharomyces,1,0.999,7,151,0,151,1,2,3,5,6,3,11,0,2,3,2,2,3,0,11,0,0,3,3,5,3,4,8,0,0,2,7,1,4,4,11,0,0,1,1,4,3,4,9,0,0,0,1,1,5,4,9,0,P0CX56
RL19A_YEAST,P0CX82,P0CX82 RL19A_YEAST 60S ribosomal protein L19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL19A PE=1 SV=1,RPL19A,189,OS=Saccharomyces,1,0.9983,3,79,0,79,0,0,5,5,4,6,0,0,0,4,3,2,5,2,0,0,0,3,2,2,4,4,0,0,0,1,1,0,5,5,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,5,0,0,P0CX83
RL35A_YEAST,P0CX84,P0CX84 RL35A_YEAST 60S ribosomal protein L35-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL35A PE=1 SV=1,RPL35A,120,OS=Saccharomyces,1,0.9984,5,60,0,60,0,1,1,1,1,2,5,0,0,1,1,2,2,0,5,0,0,1,2,0,1,1,3,0,0,1,1,1,2,0,6,0,0,0,1,1,1,1,5,0,0,0,1,0,2,2,5,0,P0CX85
SSBP1_YEAST,P10080,P10080 SSBP1_YEAST Single-stranded nucleic acid-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SBP1 PE=1 SV=2,SBP1,294,OS=Saccharomyces,1,0.9921,3,15,15,15,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,
IF4A_YEAST,P10081,P10081 IF4A_YEAST ATP-dependent RNA helicase eIF4A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF1 PE=1 SV=3,TIF1,395,OS=Saccharomyces,1,0.999,10,104,104,104,1,2,4,11,6,0,0,0,0,8,3,8,2,0,0,0,0,4,6,6,8,0,0,0,0,4,5,4,1,0,0,0,0,0,3,7,1,0,0,0,0,0,3,3,4,0,0,0,
HSP71_YEAST,P10591,P10591 HSP71_YEAST Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSA1 PE=1 SV=4,SSA1,642,OS=Saccharomyces,1,0.999,7,54,54,54,0,0,10,5,0,0,0,0,0,3,6,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,11,1,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,1,0,0,0,0,
HSP72_YEAST,P10592,P10592 HSP72_YEAST Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSA2 PE=1 SV=3,SSA2,639,OS=Saccharomyces,1,0.999,37,539,88,539,4,1,60,47,16,3,0,1,4,16,60,5,7,0,0,0,2,8,65,17,10,1,2,0,1,11,83,4,3,3,0,1,1,0,53,10,8,2,0,0,6,0,7,6,8,2,1,0,
METK1_YEAST,P10659,P10659 METK1_YEAST S-adenosylmethionine synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAM1 PE=1 SV=2,SAM1,382,OS=Saccharomyces,1,0.999,11,61,17,61,0,0,1,11,3,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1,8,0,0,0,0,0,2,0,3,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,6,0,0,0,
RL4A_YEAST,P10664,P10664 RL4A_YEAST 60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL4A PE=1 SV=4,RPL4A,362,OS=Saccharomyces,1,0.999,12,87,0,87,0,0,5,10,12,0,0,0,0,3,0,4,10,0,0,0,0,2,3,3,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,6,0,0,0,P49626
RPA1_YEAST,P10964,P10964 RPA1_YEAST DNA-directed RNA polymerase I subunit RPA190 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPA190 PE=1 SV=2,RPA190,1664,OS=Saccharomyces,1,0.999,14,51,42,51,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,
SEC7_YEAST,P11075,P11075 SEC7_YEAST Protein transport protein SEC7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC7 PE=1 SV=2,SEC7,2009,OS=Saccharomyces,1,0.999,10,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,
RNA1_YEAST,P11745,P11745 RNA1_YEAST Ran GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNA1 PE=1 SV=2,RNA1,407,OS=Saccharomyces,1,0.9797,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
ERF1_YEAST,P12385,P12385 ERF1_YEAST Eukaryotic peptide chain release factor subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUP45 PE=1 SV=2,SUP45,437,OS=Saccharomyces,1,0.999,13,54,54,54,0,0,0,14,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,2,1,0,2,0,
TCPA_YEAST,P12612,P12612 TCPA_YEAST T-complex protein 1 subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TCP1 PE=1 SV=2,TCP1,559,OS=Saccharomyces,1,0.9987,7,16,16,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,
HMDH1_YEAST,P12683,P12683 HMDH1_YEAST 3-hydroxy-3-methylglutaryl-coenzyme A reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HMG1 PE=1 SV=1,HMG1,1054,OS=Saccharomyces,1,0.999,11,40,30,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,5,0,0,0,0,0,
