"orf_name","row","column","cor","num_obs","gene1","gene2","SGD","ENTREZID","GENENAME","ENSEMBL","DESCRIPTION"
"YOL130W","chr2_614024","chr15_74400",0.799413182814779,1981,"YBR196C-A","YOL130W","S000005490","853990","ALR1","YOL130W","Plasma membrane Mg(2+) transporter; expression and turnover are regulated by Mg(2+) concentration; overexpression confers increased tolerance to Al(3+) and Ga(3+) ions; magnesium transport defect of the null mutant is functionally complemented by either of the human genes MAGT1 and TUSC3 that are not orthologous to ALR1"
"YLR459W","chr2_614024","chr12_1057334",0.798532573715015,1986,"YBR196C-A","YLR459W","S000004451","851181","GAB1","YLR459W","GPI transamidase subunit; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or of the lipid portion of GPI"
"YOR175C","chr2_614024","chr15_659815",0.798125089870557,1986,"YBR196C-A","YOR175C","S000005701","854346","ALE1","YOR175C","Broad-specificity lysophospholipid acyltransferase; part of MBOAT family of membrane-bound O-acyltransferases; key component of Lands cycle; may have role in fatty acid exchange at sn-2 position of mature glycerophospholipids"
"YHR032W-A","chr2_614024","chr8_175195",0.797966237822931,1974,"YBR196C-A","YHR032W-A","S000028831",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YHR032C-A"
"YIL109C","chr2_614024","chr9_157385",0.797895647384966,1986,"YBR196C-A","YIL109C","S000001371","854697","SEC24","YIL109C","Component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SEC24 has a paralog, SFB2, that arose from the whole genome duplication"
"YKL008C","chr2_614024","chr11_427295",0.797895647384966,1986,"YBR196C-A","YKL008C","S000001491","853861","LAC1","YKL008C","Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lag1p; LAC1 has a paralog, LAG1, that arose from the whole genome duplication"
"YNR055C","chr2_614024","chr14_728426",0.797836834040847,1986,"YBR196C-A","YNR055C","S000005338","855792","HOL1","YNR055C","Putative transporter in the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; mutations in membrane-spanning domains permit cation and histidinol uptake"
"YER005W","chr2_614024","chr5_160550",0.797729403360457,1986,"YBR196C-A","YER005W","S000000807","856722","YND1","YER005W","Apyrase with wide substrate specificity; helps prevent inhibition of glycosylation by hydrolyzing nucleoside tri- and diphosphates that inhibit glycotransferases; partially redundant with Gda1p; mediates adenovirus E4orf4-induced toxicity"
"YLR027C","chr2_614024","chr12_196829",0.797585406111589,1986,"YBR196C-A","YLR027C","S000004017","850714","AAT2","YLR027C","Cytosolic aspartate aminotransferase involved in nitrogen metabolism; localizes to peroxisomes in oleate-grown cells"
"YER125W","chr2_614024","chr5_410189",0.797369033638487,1986,"YBR196C-A","YER125W","S000000927","856862","RSP5","YER125W","NEDD4 family E3 ubiquitin ligase; regulates processes including: MVB sorting, the heat shock response, transcription, endocytosis and ribosome stability; ubiquitinates Sec23p, Sna3p, Ste4p, Nfi1p, Rpo21p and Sem1p; autoubiquitinates; deubiquitinated by Ubp2p; regulated by SUMO ligase Siz1p, in turn regulates Siz1p SUMO ligase activity; required for efficient Golgi-to-ER trafficking in COPI mutants; mutant tolerates aneuploidy; human homolog implicated in Liddle syndrome"
"YIL108W","chr2_614024","chr9_160887",0.797352344184848,1986,"YBR196C-A","YIL108W","S000001370","854698",NA,"YIL108W","Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress"
"YJR001W","chr2_614024","chr10_436802",0.797351610520269,1986,"YBR196C-A","YJR001W","S000003761","853457","AVT1","YJR001W","Vacuolar transporter; imports large neutral amino acids into the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters"
"YDR319C","chr2_614024","chr4_1105003",0.796778679869978,1986,"YBR196C-A","YDR319C","S000002727","851917","YFT2","YDR319C","Protein required for normal ER membrane biosynthesis; member of the highly conserved FIT family of proteins involved in triglyceride droplet biosynthesis and homologous to human FIT2; interacts with Sst2p and Hsp82p in high-throughput two-hybrid screens"
"YJL002C","chr2_614024","chr10_433221",0.796571018550562,1986,"YBR196C-A","YJL002C","S000003539","853455","OST1","YJL002C","Alpha subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins"
"YBR274W","chr2_614024","chr2_749594",0.796356697815272,1986,"YBR196C-A","YBR274W","S000000478","852577","CHK1","YBR274W","Serine/threonine kinase and DNA damage checkpoint effector; mediates cell cycle arrest via phosphorylation of Pds1p; phosphorylated by checkpoint signal transducer Mec1p; homolog of S. pombe and mammalian Chk1 checkpoint kinase"
"YBR221C","chr2_614024","chr2_665153",0.796280473085746,1986,"YBR196C-A","YBR221C","S000000425","852522","PDB1","YBR221C","E1 beta subunit of the pyruvate dehydrogenase (PDH) complex; PDH is an evolutionarily conserved multi-protein complex found in mitochondria"
"YIL090W","chr2_614024","chr9_193595",0.795809040645598,1984,"YBR196C-A","YIL090W","S000001352","854718","ICE2","YIL090W","Integral ER membrane protein with type-III transmembrane domains; required for maintenance of ER zinc homeostasis; necessary for efficient targeting of Trm1p tRNA methyltransferase to inner nuclear membrane; mutations cause defects in cortical ER morphology in both the mother and daughter cells"
"YOL106W","chr2_614024","chr15_113226",0.795799066026211,1840,"YBR196C-A","YOL106W","S000005466",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YAR002C-A","chr1_154065","chr2_614024",0.795323730573713,1986,"YAR002C-A","YBR196C-A","S000002129","851264","ERP1","YAR002C-A","Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication"
"YPR198W","chr2_614024","chr16_934034",0.795174038895533,1854,"YBR196C-A","YPR198W","S000006402","856327","SGE1","YPR198W","Plasma membrane multidrug transporter; member of the major facilitator superfamily; acts as an extrusion permease; partial multicopy suppressor of gal11 mutations"
"YGR101W","chr2_614024","chr7_693363",0.794990906754905,1986,"YBR196C-A","YGR101W","S000003333","852993","PCP1","YGR101W","Mitochondrial serine protease; required for the processing of various mitochondrial proteins and maintenance of mitochondrial DNA and morphology; belongs to the rhomboid-GlpG superfamily of intramembrane peptidases"
"YDR367W","chr2_614024","chr4_1212848",0.794798490159425,1986,"YBR196C-A","YDR367W","S000002775","851973","KEI1","YDR367W","Component of inositol phosphorylceramide (IPC) synthase; forms a complex with Aur1p and regulates its activity; required for IPC synthase complex localization to the Golgi; post-translationally processed by Kex2p; KEI1 is an essential gene"
"YHR078W","chr2_614024","chr8_256360",0.79470136926067,1986,"YBR196C-A","YHR078W","S000001120","856477",NA,"YHR078W","High osmolarity-regulated gene of unknown function"
"YPR028W","chr2_614024","chr16_623527",0.793879056877657,1986,"YBR196C-A","YPR028W","S000006232","856140","YOP1","YPR028W","Reticulon-interacting protein; ER integral membrane protein involved in the generation of tubular ER morphology; promotes membrane curvature; forms tubules in vitro; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Yip1p to mediate membrane traffic and with Sey1p to maintain ER morphology; facilitates lipid exchange between the ER and mitochondria; forms ER foci upon DNA replication stress"
"YIL030W-A","chr2_614024","chr9_295565",0.793846779097123,1950,"YBR196C-A","YIL030W-A","S000028789",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF ULP2/YIL031W"
"YHR072W","chr2_614024","chr8_239098",0.793585315863846,1986,"YBR196C-A","YHR072W","S000001114","856470","ERG7","YHR072W","Lanosterol synthase; an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide, a step in ergosterol biosynthesis; human LSS functionally complements the lethality of the erg7 null mutation"
"YAR003W","chr1_155005","chr2_614024",0.793177870241512,1986,"YAR003W","YBR196C-A","S000000064","851265","SWD1","YAR003W","Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7"
"YML048W","chr2_614024","chr13_178426",0.792941022952659,1986,"YBR196C-A","YML048W","S000004511","854957","GSF2","YML048W","Endoplasmic reticulum (ER) localized integral membrane protein; may promote secretion of certain hexose transporters, including Gal2p; involved in glucose-dependent repression"
"YOR034C","chr2_614024","chr15_394837",0.792819909764277,1986,"YBR196C-A","YOR034C","S000005560","854199","AKR2","YOR034C","Ankyrin repeat-containing protein; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p; AKR2 has a paralog, AKR1, that arose from the whole genome duplication"
"YNL104C","chr2_614024","chr14_424895",0.792543354913364,1986,"YBR196C-A","YNL104C","S000005048","855619","LEU4","YNL104C","Alpha-isopropylmalate synthase (2-isopropylmalate synthase); the main isozyme responsible for the first step in the leucine biosynthesis pathway; LEU4 has a paralog, LEU9, that arose from the whole genome duplication"
"YMR203W","chr2_614024","chr13_668492",0.792392753758888,1986,"YBR196C-A","YMR203W","S000004816","855243","TOM40","YMR203W","Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; constitutes the core element of the protein conducting pore; pre-Tom40p is phosphorylated by PKA, which impairs its import into mitochondria under non-respiratory conditions"
"YNL249C","chr2_614024","chr14_179394",0.792030041565525,1986,"YBR196C-A","YNL249C","S000005193","855472","MPA43","YNL249C","Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YER019C-A","chr2_614024","chr5_194273",0.791936544416553,1986,"YBR196C-A","YER019C-A","S000002127","856740","SBH2","YER019C-A","Ssh1p-Sss1p-Sbh2p complex component; involved in protein translocation into the endoplasmic reticulum; SBH2 has a paralog, SBH1, that arose from the whole genome duplication"
"YDR459C","chr2_614024","chr4_1382319",0.791495104265262,1986,"YBR196C-A","YDR459C","S000002867","852070","PFA5","YDR459C","Palmitoyltransferase with autoacylation activity; likely functions in pathway(s) outside Ras; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain"
"YBL089W","chr2_49424","chr2_614024",0.791373316666203,1986,"YBL089W","YBR196C-A","S000000185","852189","AVT5","YBL089W","Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; AVT5 has a paralog, AVT6, that arose from the whole genome duplication"
"YIL047C","chr2_614024","chr9_265115",0.79126031817352,1986,"YBR196C-A","YIL047C","S000001309","854764","SYG1","YIL047C","Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency"
"YCR037C","chr2_614024","chr3_194414",0.791255108482023,1986,"YBR196C-A","YCR037C","S000000633","850403","PHO87","YCR037C","Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog, PHO90, that arose from the whole genome duplication"
"YOR332W","chr2_614024","chr15_943656",0.791146646027743,1986,"YBR196C-A","YOR332W","S000005859","854509","VMA4","YOR332W","Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase); V-ATPase is an electrogenic proton pump found throughout the endomembrane system; V1 domain has eight subunits; required for the V1 domain to assemble onto the vacuolar membrane; protein abundance increases in response to DNA replication stress"
"YDR142C","chr2_614024","chr4_740473",0.790870524107854,1986,"YBR196C-A","YDR142C","S000002549","851720","PEX7","YDR142C","Peroxisomal signal receptor for peroxisomal matrix proteins; recognizes the N-terminal nonapeptide signal (PTS2); WD repeat protein; defects in human homolog cause lethal rhizomelic chondrodysplasia punctata (RCDP)"
