"","GENENAME","ENTREZID","ENSEMBL","DESCRIPTION","min_peps","min_prob","min_crap_expt","orf_name","status","pma_int"
"1163","SEC18","852372","YBR080C","AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, autophagy, and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor (NSF)","1","80","3","YBR080C","Interaction Data Present","Not A PMA1 Interactor"
"1198","SEC61","851095","YLR378C","Conserved ER protein translocation channel; essential subunit of Sec61 complex (Sec61p, Sbh1p, and Sss1p); forms channel for SRP-dependent protein import; with Sec63 complex allows SRP-independent protein import into ER; involved in posttranslational soluble protein import into the ER, ERAD of soluble substrates, and misfolded soluble protein export from the ER","1","80","3","YLR378C","Interaction Data Present","Not A PMA1 Interactor"
"1201","SER1","854356","YOR184W","3-phosphoserine aminotransferase; catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate, required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p; protein abundance increases in response to DNA replication stress","1","80","3","YOR184W","Interaction Data Present","Not A PMA1 Interactor"
"1216","SEY1","854336","YOR165W","Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1, defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3","1","80","3","YOR165W","Interaction Data Present","Not A PMA1 Interactor"
"1266","SPF1","856681","YEL031W","P-type ATPase, ion transporter of the ER membrane; required to maintain normal lipid composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1","1","80","3","YEL031W","Interaction Data Present","Not A PMA1 Interactor"
"1340","TAT1","852361","YBR069C","Amino acid transporter for valine, leucine, isoleucine, and tyrosine; low-affinity tryptophan and histidine transporter; overexpression confers FK506 and FTY720 resistance; protein abundance increases in response to DNA replication stress","1","80","3","YBR069C","Interaction Data Present","Not A PMA1 Interactor"
"1404","TOM1","852068","YDR457W","E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase","1","80","3","YDR457W","Interaction Data Present","Not A PMA1 Interactor"
"1425","TPO3","856279","YPR156C","Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog, TPO2, that arose from the whole genome duplication","1","80","3","YPR156C","Interaction Data Present","Not A PMA1 Interactor"
"1432","TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs","1","80","3","YDL112W","Interaction Data Present","Not A PMA1 Interactor"
"1533","UFD4","853859","YKL010C","Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress","1","80","3","YKL010C","Interaction Data Present","Not A PMA1 Interactor"
"1565","VAC8","856702","YEL013W","Phosphorylated and palmitoylated vacuolar membrane protein; interacts with Atg13p, required for the cytoplasm-to-vacuole targeting (Cvt) pathway; interacts with Nvj1p to form nucleus-vacuole junctions","1","80","3","YEL013W","Interaction Data Present","Not A PMA1 Interactor"
"1628","VMA6","851168","YLR447C","Subunit d of the V0 integral membrane domain of V-ATPase; part of the electrogenic proton pump found in the endomembrane system; required for V1 domain assembly on the vacuolar membrane; the V0 integral membrane domain of vacuolar H+-ATPase (V-ATPase) has five subunits","1","80","3","YLR447C","Interaction Data Present","Not A PMA1 Interactor"
"1643","VTC4","853441","YJL012C","Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of polyP to the vacuole; regulates membrane trafficking; role in non-autophagic vacuolar fusion; protein abundance increases in response to DNA replication stress","1","80","3","YJL012C","Interaction Data Present","Not A PMA1 Interactor"
"1658","WRS1","854056","YOL097C","Cytoplasmic tryptophanyl-tRNA synthetase; aminoacylates tryptophanyl-tRNA; human homolog WARS can complement yeast null mutant","1","80","3","YOL097C","No Interaction Data","Not A PMA1 Interactor"
"1673","YBR287W",NA,NA,NA,"1","80","3","YBR287W","Interaction Data Present","Not A PMA1 Interactor"
"1685","YHM2","855282","YMR241W","Citrate and oxoglutarate carrier protein; exports citrate from and imports oxoglutarate into the mitochondrion, causing net export of NADPH reducing equivalents; also associates with mt nucleoids and has a role in replication and segregation of the mt genome","1","80","3","YMR241W","Interaction Data Present","Not A PMA1 Interactor"
"1717","YKL100C",NA,NA,NA,"1","80","3","YKL100C","Interaction Data Present","Not A PMA1 Interactor"
"1741","YMC1","856171","YPR058W","Secondary mitochondrial inner membrane glycine transporter; required with HEM25 for the transport of glycine into mitochondria for the initiation of heme biosynthesis; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; localizes to the vacuole in response to H2O2; YMC1 has a paralog, YMC2, that arose from the whole genome duplication","1","80","3","YPR058W","Interaction Data Present","Not A PMA1 Interactor"
"1753","YPK1","853733","YKL126W","S/T protein kinase; phosphorylates, downregulates flippase activator Fpk1p; inactivates Orm1p and Orm2p by phosphorylation in response to compromised sphingolipid synthesis; involved in the TORC-dependent phosphorylation of ribosomal proteins Rps6a/b (S6); mutations affect receptor-mediated endocytosis and sphingolipid-mediated and cell integrity signaling pathways; human homolog SGK1 can complement a null mutant; human homolog SGK2 can complement a ypk1 ypk2 double mutant","1","80","3","YKL126W","Interaction Data Present","Not A PMA1 Interactor"
"1771","YRB1","851565","YDR002W","Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1","1","80","3","YDR002W","Interaction Data Present","Not A PMA1 Interactor"
"5","ACS2","850846","YLR153C","Acetyl-coA synthetase isoform; along with Acs1p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions","1","80","5","YLR153C","Interaction Data Present","Not A PMA1 Interactor"
"25","ADE5,7","852617","YGL234W","Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities","1","80","5","YGL234W","Interaction Data Present","Not A PMA1 Interactor"
"50","ARO2","852729","YGL148W","Bifunctional chorismate synthase and flavin reductase; catalyzes the conversion of 5-enolpyruvylshikimate 3-phosphate (EPSP) to form chorismate, which is a precursor to aromatic amino acids; protein abundance increases in response to DNA replication stress","1","80","5","YGL148W","Interaction Data Present","Not A PMA1 Interactor"
"56","ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity","1","80","5","YJR065C","Interaction Data Present","Not A PMA1 Interactor"
"98","ATP3","852327","YBR039W","Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis","1","80","5","YBR039W","Interaction Data Present","Not A PMA1 Interactor"
"106","BMH2","851676","YDR099W","14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; abundance relative to Bmh1p increases during sporulation","1","80","5","YDR099W","Interaction Data Present","Not A PMA1 Interactor"
"125","CCC1","850917","YLR220W","Vacuolar Fe2+/Mn2+ transporter; suppresses respiratory deficit of yfh1 mutants, which lack the ortholog of mammalian frataxin, by preventing mitochondrial iron accumulation; relative distribution to the vacuole decreases upon DNA replication stress","1","80","5","YLR220W","Interaction Data Present","Not A PMA1 Interactor"
"150","CCT2","854664","YIL142W","Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo","1","80","5","YIL142W","Interaction Data Present","Not A PMA1 Interactor"
"166","CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo","1","80","5","YJR064W","Interaction Data Present","Not A PMA1 Interactor"
"173","CCT6","851768","YDR188W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif","1","80","5","YDR188W","Interaction Data Present","Not A PMA1 Interactor"
"185","CDC39","850455","YCR093W","Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p, resulting in processing body disassembly","1","80","5","YCR093W","Interaction Data Present","Not A PMA1 Interactor"
"200","CDC60","855943","YPL160W","Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature","1","80","5","YPL160W","Interaction Data Present","Not A PMA1 Interactor"
"212","CHC1","852666","YGL206C","Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function","1","80","5","YGL206C","Interaction Data Present","Not A PMA1 Interactor"
